"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"55","Dennis Seidenberg","NYI","D","101","1918.8666666667","5","22","8","14","27","31.03","120","4.17","4.17","229","155","39","8","3","18","49","23","22","1","0","10","51","12","219","219","189","0","0","-"
"77","Jonathan Ericsson","DET","D","184","3439.65","7","20","12","8","27","23.08","177","3.95","6","354","240","76","14","5","12","145","61","55","5","1","26","137","31","317","187","176","1","0","100.00"
"281","Robert Bortuzzo","STL","D","169","2512.9333333333","7","20","11","9","27","25.96","196","3.57","9.02","378","267","106","24","11","24","103","45","42","3","0","18","50","20","293","271","230","0","0","-"
"294","Micheal Haley","FLA, S.J","C","176","1464.55","7","20","11","9","27","57.45","127","5.51","14.93","240","192","147","70","12","21","415","99","45","43","11","75","48","29","329","123","62","98","121","44.75"
"343","Mark Barberio","COL, MTL","D","118","2073.25","6","21","11","10","27","35.53","143","4.20","7.74","348","230","85","15","2","21","49","23","22","1","0","9","57","27","59","118","131","0","0","-"
"536","Lukas Sedlak","CBJ","C","162","1524","15","12","4","8","27","47.37","150","10.00","18.01","280","226","184","104","9","17","56","25","23","2","0","33","28","34","212","200","74","466","435","51.72"
"782","Adam Erne","T.B","L","114","1225.35","13","14","6","8","27","56.25","139","9.35","12.3","249","203","154","67","9","14","62","21","16","4","1","22","17","22","267","99","47","16","17","48.48"
"841","Christian Folin","L.A, MIN, MTL, PHI","D","161","2484.05","5","22","10","12","27","25.23","144","3.47","4.49","320","213","48","6","2","26","83","37","34","3","0","25","70","21","361","336","243","1","0","100.00"
"912","Gustav Forsling","CHI","D","122","2083.1","8","19","8","11","27","34.18","187","4.28","7.5","394","237","87","13","7","25","42","21","21","0","0","16","88","38","80","199","111","0","1","0.00"
"180","Cody Franson","BUF, CHI","D","91","1638.9666666667","4","22","10","12","26","41.27","144","2.78","5.44","304","203","42","4","8","20","42","21","21","0","0","8","51","21","105","59","86","0","0","-"
"234","Nikolay Kulemin","NYI","L","85","1150.0333333333","13","13","8","5","26","52.00","81","16.05","11.38","159","124","105","53","7","12","18","9","9","0","0","13","25","31","94","44","60","18","19","48.65"
"246","Karl Alzner","MTL, WSH","D","173","3425.15","4","22","11","11","26","21.31","173","2.31","5.71","369","255","71","11","2","13","70","32","30","2","0","22","148","40","259","292","316","0","0","-"
"567","Alan Quine","CGY, NYI","C","95","1133.6833333333","8","18","8","10","26","53.06","108","7.41","8.84","176","133","99","53","7","9","18","9","9","0","0","5","29","25","123","70","40","317","369","46.21"
"778","Jason Dickinson","DAL","C","104","1244.3333333333","8","18","10","8","26","70.27","119","6.72","11.44","206","161","132","64","8","8","40","17","15","2","0","29","31","38","159","138","59","274","350","43.91"
"846","Daniel Carr","MTL, VGK","L","77","858.46666666667","9","17","8","9","26","70.27","107","8.41","12.74","195","159","124","75","3","17","14","7","7","0","0","13","20","22","58","139","31","5","15","25.00"
"975","Daniel Sprong","ANA, PIT","R","71","864.95","16","10","7","3","26","74.29","147","10.88","12.06","260","207","117","37","7","12","10","5","5","0","0","11","34","18","44","63","18","4","10","28.57"
"978","Mathieu Joseph","T.B","R","70","795.1","13","13","10","3","26","65.00","95","13.68","7.5","162","126","106","40","9","12","26","13","13","0","0","15","24","28","129","118","14","10","24","29.41"
"1126","Filip Chytil","NYR","C","84","1156.4333333333","12","14","9","5","26","63.41","154","7.79","17.41","274","216","172","97","14","16","12","6","6","0","0","14","49","26","32","114","22","96","155","38.25"
"14","Mike Ribeiro","NSH","C","46","734.61666666667","4","21","10","11","25","65.79","38","10.53","3.97","74","50","42","14","1","2","14","7","7","0","0","4","27","10","33","38","6","183","261","41.22"
"239","David Schlemko","MTL, S.J","D","117","2063.8833333333","3","22","13","9","25","29.07","185","1.62","7.27","418","256","76","18","6","26","24","12","12","0","0","11","89","45","97","237","229","0","0","-"
"450","Stephen Johns","DAL","D","136","2429.4333333333","12","13","3","10","25","30.12","212","5.66","7.44","450","302","97","13","17","17","77","30","25","5","0","15","89","45","360","176","285","0","0","-"
"593","Scott Harrington","CBJ","D","127","1664.2166666667","5","20","7","13","25","36.23","98","5.10","5.75","200","151","52","15","6","6","41","18","17","1","0","9","26","20","129","190","149","0","0","-"
"649","Nail Yakupov","COL, STL","R","98","1054.5","12","13","8","5","25","49.02","129","9.30","11.7","231","184","120","32","8","13","40","20","20","0","0","21","19","28","92","65","17","0","2","0.00"
"946","Jordan Greenway","MIN","L","87","1172.5666666667","12","13","8","5","25","65.79","113","10.62","12.49","213","163","128","60","5","19","29","13","12","1","0","17","22","36","62","121","43","31","55","36.05"
"241","Ben Lovejoy","DAL, N.J","D","210","3862.25","5","19","9","10","24","21.62","253","1.98","8.36","473","342","83","15","10","22","101","46","43","3","0","14","105","63","242","322","354","0","0","-"
"458","Jon Merrill","N.J, VGK","D","142","2512.8666666667","5","19","7","12","24","25.26","150","3.33","5.95","315","223","71","12","4","22","99","43","41","1","1","9","66","39","145","343","182","0","0","-"
"497","Tim Heed","S.J","D","67","1012.6833333333","5","19","9","10","24","40.68","93","5.38","4.14","223","130","47","8","4","13","18","9","9","0","0","1","44","27","24","59","68","0","0","-"
"547","Fredrik Claesson","NYR, OTT","D","134","2053.3666666667","6","18","9","9","24","36.36","129","4.65","4.87","305","196","68","14","4","14","48","13","9","2","2","10","79","28","289","215","141","0","0","-"
"561","Logan Shaw","ANA, MTL","C, R","127","1389.2166666667","7","17","9","8","24","61.54","164","4.27","14.46","289","229","149","71","12","22","22","10","10","0","0","12","28","34","172","88","64","147","201","42.24"
"618","Joe Morrow","BOS, MTL, WPG","D","114","1773.3166666667","7","17","7","10","24","35.29","142","4.93","4.96","339","225","62","5","4","22","54","24","22","2","0","14","83","19","145","128","123","0","0","-"
"652","Phillip Di Giuseppe","CAR, NSH","L","109","1200.5","7","17","10","7","24","58.54","163","4.29","12.69","294","237","127","59","9","20","40","17","15","2","0","8","32","37","233","101","33","3","5","37.50"
"724","Christian Djoos","WSH","D","108","1494.8833333333","4","20","14","6","24","32.43","93","4.30","4.69","187","129","58","15","3","14","14","7","7","0","0","11","55","23","40","88","83","0","0","-"
"880","Joshua Ho-Sang","NYI","C, R","53","804.96666666667","7","17","12","5","24","58.54","50","14.00","4.45","94","71","52","18","1","4","20","9","9","0","0","18","49","22","7","82","6","2","6","25.00"
"38","Matt Hendricks","EDM, MIN, WPG","C, L","128","1246.75","9","14","10","4","23","63.89","121","7.44","7.84","188","152","85","37","11","10","87","30","21","9","0","18","31","31","242","110","89","400","367","52.15"
"672","Mikhail Grigorenko","COL","C","75","1056.6833333333","10","13","8","5","23","65.71","85","11.76","7.17","147","111","80","30","1","8","18","9","9","0","0","2","26","35","27","60","26","111","81","57.81"
"717","Jake Dotchin","ANA, T.B","D","103","1672.4666666667","3","20","9","11","23","30.67","105","2.86","4.17","253","170","44","4","6","14","112","42","36","4","2","30","63","12","234","116","96","0","0","-"
"744","MacKenzie Weegar","FLA","D","127","2012.5166666667","6","17","7","10","23","34.85","140","4.29","5.33","294","195","55","8","6","16","100","32","24","6","2","22","112","60","239","239","173","1","0","100.00"
"869","Sonny Milano","CBJ","L","67","753.66666666667","15","8","4","4","23","71.88","76","19.74","8.43","136","112","80","34","2","11","10","5","5","0","0","12","22","15","36","87","13","0","0","-"
"1053","Brett Howden","NYR","C","66","985.95","6","17","12","5","23","57.50","74","8.11","9.81","126","111","98","66","8","7","14","7","7","0","0","8","37","28","64","69","47","353","376","48.42"
"1077","Filip Hronek","DET","D","46","918.2","5","18","8","10","23","56.10","73","6.85","3.85","164","108","41","5","5","3","30","11","10","0","1","9","47","10","66","80","32","0","0","-"
"1099","Zach Aston-Reese","PIT","C","59","769.25","12","11","5","6","23","67.65","96","12.50","9.63","156","126","81","49","8","9","28","11","9","2","0","11","15","23","193","96","43","9","15","37.50"
"54","Kevin Bieksa","ANA","D","140","2581.9333333333","3","19","6","13","22","25.29","160","1.88","8.38","344","256","79","19","5","17","146","54","43","10","1","36","95","25","289","138","181","0","0","-"
"276","Carl Gunnarsson","STL","D","144","2178.05","8","14","4","10","22","28.21","112","7.14","4.97","229","160","62","9","2","9","32","16","16","0","0","16","37","15","88","202","205","0","0","-"
"378","Dmitry Kulikov","BUF, WPG","D","166","2980.7166666667","5","17","9","8","22","22.45","130","3.85","5.67","327","208","57","8","5","14","95","40","38","1","1","23","122","48","217","301","221","0","0","-"
"451","Greg McKegg","CAR, FLA, PIT, T.B","C","113","1144.3","11","11","9","2","22","57.89","84","13.10","8.36","136","114","92","45","9","7","38","16","14","2","0","17","19","24","97","126","44","351","348","50.21"
"479","Alexander Burmistrov","ARI, VAN, WPG","C","73","941.88333333333","7","15","11","4","22","64.71","63","11.11","6.03","127","89","60","26","1","6","24","12","12","0","0","11","18","17","80","52","23","265","353","42.88"
"577","Ty Rattie","CAR, EDM, STL","R","73","880.53333333333","9","13","11","2","22","53.66","126","7.14","12.9","189","159","129","70","6","19","6","3","3","0","0","14","16","28","78","86","15","1","2","33.33"
"590","Xavier Ouellet","DET, MTL","D","130","2133.0333333333","3","19","9","10","22","30.56","178","1.69","6.6","348","255","79","10","4","20","70","25","20","4","1","15","46","20","141","131","160","0","2","0.00"
"757","John Hayden","CHI","L, R","113","1143.6833333333","8","14","10","4","22","57.89","120","6.67","11.36","222","170","130","54","11","17","85","27","19","7","1","30","19","38","259","151","48","19","34","35.85"
"763","Anton Slepyshev","EDM","L","91","1046.2166666667","10","12","8","4","22","66.67","128","7.81","11.42","250","179","131","54","9","16","12","6","6","0","0","12","32","44","125","122","33","3","9","25.00"
"787","Remi Elie","BUF, DAL","L","106","1185.1333333333","7","15","9","6","22","61.11","94","7.45","10.26","194","148","113","55","6","13","28","14","14","0","0","19","42","35","161","122","34","7","9","43.75"
"796","Madison Bowey","DET, WSH","D","101","1462.3","2","20","8","12","22","43.14","95","2.11","5.1","217","151","53","12","2","10","70","32","30","2","0","15","72","20","120","145","105","0","0","-"
"965","Roope Hintz","DAL","L","58","815.26666666667","9","13","8","5","22","70.97","99","9.09","10.45","165","129","115","60","7","11","24","12","12","0","0","13","23","33","87","66","36","217","183","54.25"
"176","Adam McQuaid","BOS, CBJ, NYR","D","165","2790.5833333333","6","15","6","9","21","21.00","131","4.58","4.88","284","197","45","2","4","14","175","59","44","13","2","35","56","28","359","240","288","0","0","-"
"279","Yannick Weber","NSH","D","182","2175.4666666667","5","16","11","5","21","26.58","179","2.79","6.7","356","236","71","19","9","22","59","28","27","1","0","9","53","20","183","225","120","0","0","-"
"406","Nicolas Deslauriers","BUF, MTL","L","148","1465.7833333333","12","9","5","4","21","60.00","151","7.95","12.53","258","202","145","77","15","8","115","33","20","11","2","23","15","27","482","147","57","5","5","50.00"
"480","Erik Gudbranson","PIT, VAN","D","158","2953.1666666667","5","16","10","6","21","24.42","187","2.67","5.99","407","270","80","8","8","29","140","41","29","8","4","33","82","19","376","295","209","0","0","-"
"519","Matt Read","MIN, PHI","R","94","1217.2833333333","12","9","7","2","21","53.85","121","9.92","10.9","217","165","122","61","8","9","12","6","6","0","0","6","26","31","127","166","51","11","22","33.33"
"541","Travis Boyd","WSH","C","61","591.5","5","16","10","6","21","67.74","37","13.51","4.27","82","62","60","25","2","5","8","4","4","0","0","6","15","14","15","76","22","94","152","38.21"
"640","J.T. Brown","ANA, MIN, T.B","R","167","1603.5666666667","8","13","6","7","21","55.26","163","4.91","13.7","290","219","139","63","20","18","126","37","23","12","2","37","31","35","273","141","64","68","105","39.31"
"731","Andrej Sustr","ANA, T.B","D","129","2032.2333333333","5","16","10","6","21","33.33","144","3.47","5.4","267","192","62","12","7","14","67","32","31","1","0","5","65","24","57","156","142","0","1","0.00"
"783","Jacob de la Rose","DET, MTL","C, L","124","1436.2333333333","7","14","5","9","21","55.26","112","6.25","9.08","212","153","108","40","7","11","49","22","21","1","0","10","30","41","222","135","70","384","497","43.59"
"789","Steven Santini","N.J","D","113","1990.6333333333","5","16","8","8","21","36.21","143","3.50","4.79","237","191","38","7","7","5","51","24","23","1","0","10","33","14","276","156","151","0","1","0.00"
"903","Michael Amadio","L.A","C","80","783.38333333333","10","11","3","8","21","56.76","65","15.38","6.94","141","99","79","30","8","10","14","7","7","0","0","7","19","30","34","90","22","170","223","43.26"
"969","Austin Wagner","L.A","L","62","553.6","12","9","6","3","21","91.30","67","17.91","7.19","119","92","77","42","5","6","16","8","8","0","0","11","18","8","142","53","9","2","4","33.33"
"1038","Luke Kunin","MIN","C","68","1024.9666666667","8","13","9","4","21","60.00","120","6.67","9.17","218","165","105","40","5","17","40","16","14","2","0","22","19","14","101","85","42","112","142","44.09"
"1075","Tage Thompson","BUF, STL","C, R","106","1277.3333333333","10","11","8","3","21","67.74","163","6.13","12.5","318","245","155","53","9","18","32","16","16","0","0","15","43","44","105","83","18","11","19","36.67"
"117","Toby Enstrom","WPG","D","103","2046.6166666667","2","18","9","9","20","22.73","77","2.60","2.76","179","116","41","8","1","13","62","31","31","0","0","15","64","11","44","141","145","0","0","-"
"129","Lauri Korpikoski","CBJ, DAL","L","69","856.06666666667","8","12","9","3","20","62.50","108","7.41","8.48","178","139","80","43","4","16","10","5","5","0","0","3","21","12","37","63","36","0","7","0.00"
"552","Shane Prince","NYI","C, L","64","816.56666666667","6","14","8","6","20","71.43","91","6.59","7.65","161","115","107","41","7","6","29","12","11","1","0","20","25","29","46","69","15","9","9","50.00"
"704","Gemel Smith","BOS, DAL","C","80","807.05","11","9","7","2","20","74.07","75","14.67","6.3","114","93","72","34","5","8","38","12","9","2","1","14","13","21","52","75","22","70","87","44.59"
"798","William Carrier","BUF, VGK","L","132","1231.7333333333","14","6","3","3","20","60.61","187","7.49","17.12","299","250","180","117","10","19","69","30","27","3","0","42","26","54","502","188","33","1","1","50.00"
"1061","Victor Mete","MTL","D","120","2025.6166666667","0","20","10","10","20","21.05","108","0.00","7.23","261","157","84","27","5","21","10","5","5","0","0","9","110","16","22","168","166","0","0","-"
"141","Alexei Emelin","MTL, NSH","D","152","2903.4333333333","3","16","8","8","19","21.59","141","2.13","4.93","335","221","58","8","8","14","111","53","52","1","0","29","123","36","422","360","236","1","0","100.00"
"338","Mark Borowiecki","OTT","D","175","2567.3666666667","5","14","7","7","19","23.75","175","2.86","7.72","394","281","94","25","13","22","307","97","66","27","4","68","61","31","802","333","264","1","1","50.00"
"414","Gabriel Bourque","COL","L","119","1235.2166666667","7","12","9","3","19","63.33","82","8.54","9.58","153","129","95","52","6","12","22","11","11","0","0","9","10","24","240","124","113","14","30","31.82"
"465","Beau Bennett","N.J, STL","R","71","946.08333333333","8","11","7","4","19","67.86","107","7.48","9.28","199","157","90","39","6","3","20","10","10","0","0","9","16","21","86","67","14","4","15","21.05"
"518","Taylor Fedun","BUF, DAL","D","88","1211.9","4","15","8","7","19","44.19","118","3.39","3.53","218","141","50","7","6","8","32","16","16","0","0","3","50","19","30","72","88","0","0","-"
"690","Boo Nieves","NYR","C","72","712.48333333333","5","14","7","7","19","65.52","57","8.77","4.9","89","73","56","24","6","4","20","10","10","0","0","11","29","27","63","75","38","188","268","41.23"
"725","Joakim Ryan","S.J","D","106","1600.65","3","16","2","14","19","25.68","114","2.63","4.74","240","150","50","7","3","11","23","10","9","1","0","7","25","25","76","150","137","0","0","-"
"936","Rasmus Andersson","CGY","D","90","1440.05","2","17","6","11","19","27.14","123","1.63","3.99","246","161","37","6","5","10","27","8","6","1","1","16","49","24","58","112","95","0","0","-"
"994","Tanner Kero","CHI","C","55","725.33333333333","7","12","7","5","19","54.29","67","10.45","8.38","110","89","68","37","11","6","8","4","4","0","0","13","16","17","44","65","58","244","303","44.61"
"1068","Henrik Borgstrom","FLA","C","54","650.78333333333","9","10","1","9","19","59.38","60","15.00","5.18","100","80","57","26","2","3","4","2","2","0","0","3","27","23","12","43","13","180","262","40.72"
"62","Dennis Wideman","CGY","D","57","1153.0833333333","5","13","6","7","18","40.91","87","5.75","3.7","191","117","42","4","0","5","32","12","11","0","1","7","49","21","61","78","74","0","0","-"
"108","Kyle Quincey","CBJ, MIN, N.J","D","91","1563.2166666667","6","12","5","7","18","33.33","90","6.67","3.82","181","109","46","8","4","7","79","34","32","1","1","13","54","25","118","89","115","0","0","-"
"154","Rene Bourque","COL","R","65","906.36666666667","12","6","3","3","18","60.00","112","10.71","10.12","194","157","96","54","2","10","56","21","18","2","1","9","12","24","75","42","26","0","5","0.00"
"421","Curtis McKenzie","DAL","L","60","631.86666666667","6","12","7","5","18","66.67","77","7.79","8.15","138","110","80","46","7","11","81","23","13","9","1","25","12","15","111","48","32","3","4","42.86"
"426","Jordan Nolan","BUF, L.A, STL","C","129","1286.5333333333","8","10","5","5","18","60.00","106","7.55","8.82","211","157","102","39","5","9","127","41","31","7","3","28","25","16","207","101","28","3","8","27.27"
"670","Slater Koekkoek","CHI, T.B","D","95","1260.55","6","12","6","6","18","31.03","106","5.66","3.92","211","139","49","7","4","10","40","20","20","0","0","11","20","8","115","150","99","0","0","-"
"790","Nic Petan","TOR, WPG","C, L","87","852.25","4","14","9","5","18","52.94","88","4.55","9.2","161","122","91","43","2","5","20","10","10","0","0","7","25","26","18","54","18","168","196","46.15"
"823","Frederik Gauthier","TOR","C","100","867.8","6","12","5","7","18","54.55","73","8.22","6.6","128","98","87","38","11","6","35","12","10","1","1","6","20","20","127","114","50","387","350","52.51"
"831","Josh Jooris","ARI, CAR, NYR, PIT","R","94","1049.1833333333","7","11","4","7","18","69.23","125","5.60","7.77","200","157","105","40","9","10","32","16","16","0","0","24","8","22","100","102","41","297","316","48.45"
"883","Brendan Lemieux","NYR, WPG","L","72","641.46666666667","13","5","2","3","18","60.00","73","17.81","6.48","118","94","72","31","3","4","129","30","17","7","6","36","16","14","141","68","32","7","13","35.00"
"898","Warren Foegele","CAR","L","79","985.86666666667","12","6","4","2","18","64.29","112","10.71","13.24","205","162","124","73","6","19","20","10","10","0","0","32","31","37","131","125","20","10","11","47.62"
"908","Devon Toews","NYI","D","48","858.98333333333","5","13","8","5","18","51.43","81","6.17","4.1","156","105","39","11","2","11","4","2","2","0","0","3","28","14","24","34","30","0","1","0.00"
"1012","Conor Garland","ARI","R","47","601.13333333333","13","5","0","5","18","60.00","118","11.02","9.59","179","153","93","42","5","8","12","6","6","0","0","6","10","25","33","78","17","10","8","55.56"
"1107","Michael Rasmussen","DET","C","62","748.71666666667","8","10","6","4","18","54.55","74","10.81","10.42","131","107","91","53","3","15","29","13","12","1","0","11","29","12","84","84","28","23","41","35.94"
"12","Brian Campbell","CHI","D","80","1474.3666666667","5","12","6","6","17","23.61","75","6.67","4.14","171","110","55","9","3","9","24","12","12","0","0","11","59","11","43","157","83","0","0","-"
"58","Johnny Oduya","CHI, DAL, OTT, PHI","D","104","1839.9","6","11","5","6","17","26.98","96","6.25","3.76","227","148","59","11","12","16","50","25","25","0","0","9","71","30","79","124","199","0","0","-"
"302","Luke Schenn","ANA, ARI, VAN","D","168","2817.95","2","15","3","12","17","23.94","183","1.09","6.21","434","276","80","8","8","31","136","45","33","10","2","31","71","27","610","221","278","0","0","-"
"528","Matthew Peca","MTL, T.B","C","59","661.6","6","11","8","3","17","85.00","61","9.84","4.66","108","78","56","24","2","7","6","3","3","0","0","12","19","13","53","90","31","190","188","50.26"
"533","Nikita Nesterov","MTL, T.B","D","48","781.68333333333","4","13","9","4","17","53.13","63","6.35","2.73","145","90","34","7","0","7","24","12","12","0","0","8","24","6","84","59","21","0","0","-"
"578","Rocco Grimaldi","COL, NSH","C","63","632.18333333333","6","11","6","5","17","85.00","99","6.06","8.26","156","124","96","39","10","13","12","6","6","0","0","16","18","35","36","40","29","4","4","50.00"
"711","Paul LaDue","L.A","D","67","942.86666666667","5","12","4","8","17","41.46","73","6.85","2.44","163","101","38","1","2","7","22","7","6","0","1","5","25","6","80","139","49","0","0","-"
"737","Chad Ruhwedel","PIT","D","96","1574.3333333333","5","12","7","5","17","30.36","134","3.73","4.69","277","189","45","5","5","13","28","14","14","0","0","10","31","27","143","138","85","0","0","-"
"820","Mirco Mueller","N.J, S.J","D","85","1463.1","2","15","6","9","17","31.48","61","3.28","2.27","143","85","22","3","1","3","21","9","8","1","0","13","48","37","92","101","106","0","0","-"
"152","Adam Cracknell","ANA, DAL, NYR","R","76","781.16666666667","10","6","3","3","16","55.17","96","10.42","8.59","182","136","98","45","8","10","12","5","5","0","0","16","19","22","109","57","38","138","163","45.85"
"212","Ryan White","ARI, MIN","C","65","692.76666666667","9","7","4","3","16","76.19","60","15.00","4.66","103","81","49","20","5","5","84","21","12","6","3","13","10","11","187","69","33","39","52","42.86"
"222","Viktor Stalberg","CAR, OTT","L","75","914.63333333333","11","5","5","0","16","69.57","101","10.89","9.08","181","142","91","44","7","12","41","19","18","1","0","16","27","37","141","112","28","0","3","0.00"
"274","Dwight King","L.A, MTL","L","80","1152.5333333333","9","7","4","3","16","48.48","110","8.18","9.51","176","149","100","57","8","7","12","6","6","0","0","3","18","15","120","105","28","4","12","25.00"
"329","Lance Bouma","CGY, CHI","C, L","114","1256.6","6","10","5","5","16","42.11","109","5.50","12.31","178","150","121","76","10","11","71","28","23","5","0","33","17","22","259","144","71","18","27","40.00"
"379","Peter Holland","ARI, NYR, TOR","C","71","897.05","6","10","5","5","16","66.67","109","5.50","9.11","173","145","96","44","5","14","29","13","12","1","0","10","27","28","51","53","21","335","394","45.95"
"437","Nate Prosser","MIN, STL","D","111","1417.1666666667","5","11","6","5","16","32.00","57","8.77","1.84","148","98","23","1","2","12","33","15","14","1","0","12","28","15","107","191","161","0","0","-"
"452","Connor Brickley","FLA, NYR","C, L","58","648.88333333333","5","11","7","4","16","80.00","80","6.25","7.29","120","101","72","36","6","11","28","11","9","2","0","11","22","13","117","74","34","3","20","13.04"
"521","Cory Conacher","T.B","C","48","495.56666666667","9","7","5","2","16","84.21","62","14.52","6.67","104","87","64","28","1","8","30","15","15","0","0","20","14","11","33","52","14","5","13","27.78"
"819","Curtis Lazar","CGY, OTT","C","103","983.46666666667","3","13","8","5","16","61.54","91","3.30","9.56","171","129","105","49","5","16","27","12","11","1","0","18","24","16","196","115","44","90","134","40.18"
"949","Erik Cernak","T.B","D","58","1116.55","5","11","6","5","16","24.62","107","4.67","3.76","186","141","38","3","1","9","58","18","14","2","2","15","19","11","198","112","79","0","0","-"
"1064","Dennis Cholowski","DET","D","52","949.16666666667","7","9","4","5","16","35.56","71","9.86","4.06","152","110","48","7","2","5","16","8","8","0","0","2","50","7","18","47","50","1","0","100.00"
"112","Marc Methot","DAL, OTT","D","113","2144.0166666667","1","14","5","9","15","18.07","97","1.03","3.7","180","128","56","11","4","5","61","29","28","1","0","14","51","12","256","98","139","0","0","-"
"184","Chris VandeVelde","PHI","C","81","936.45","6","9","3","6","15","83.33","69","8.70","5.6","121","88","65","27","3","10","16","8","8","0","0","13","12","14","114","131","60","22","20","52.38"
"233","Shawn Matthias","WPG","L","72","911.86666666667","9","6","5","1","15","46.88","77","11.69","7.62","125","103","86","44","5","5","23","10","9","1","0","6","11","17","69","42","33","17","27","38.64"
"269","Paul Postma","BOS, WPG","D","79","848.7","1","14","8","6","15","48.39","64","1.56","3.17","152","91","39","6","5","4","17","7","6","1","0","0","33","11","49","79","52","0","0","-"
"357","Jordan Schroeder","CBJ, MIN","C, L","58","518.85","7","8","5","3","15","88.24","57","12.28","4.37","86","77","46","16","4","5","4","2","2","0","0","5","7","16","43","39","17","58","45","56.31"
"575","Reid Boucher","N.J, NSH, VAN","C","60","698.13333333333","9","6","3","3","15","60.00","107","8.41","9.08","169","138","98","44","1","14","8","3","3","0","0","13","12","26","34","51","17","1","3","25.00"
"591","Miikka Salomaki","NSH","R","100","1044.15","5","10","5","5","15","48.39","105","4.76","11.05","189","150","106","47","8","14","44","22","22","0","0","16","13","21","200","108","64","7","12","36.84"
"917","Anders Bjork","BOS","L","50","606.4","5","10","5","5","15","51.72","48","10.42","5.23","111","75","61","21","6","5","8","4","4","0","0","6","20","27","28","53","23","2","1","66.67"
"995","Markus Hannikainen","CBJ","L","87","784.58333333333","8","7","3","4","15","68.18","91","8.79","7.95","152","119","77","44","4","9","14","6","6","0","0","15","5","25","110","91","28","3","4","42.86"
"1010","Christian Wolanin","OTT","D","40","666.23333333333","5","10","3","7","15","35.71","50","10.00","2.12","89","60","30","5","0","4","6","3","3","0","0","0","30","18","16","39","36","0","0","-"
"1040","Maxime Lajoie","OTT","D","56","1058.7166666667","7","8","3","5","15","42.86","79","8.86","4.2","165","112","52","17","6","12","20","10","10","0","0","3","48","13","34","99","82","0","0","-"
"21","Chris Kelly","ANA, OTT","C","94","1070.9333333333","5","9","8","1","14","70.00","91","5.49","7.56","139","112","69","36","10","8","25","11","10","1","0","6","25","18","78","57","54","225","285","44.12"
"101","Kevin Klein","NYR","D","60","1058.1666666667","3","11","6","5","14","26.92","54","5.56","3.25","115","76","36","7","0","4","31","10","7","3","0","7","35","12","135","75","123","0","0","-"
"250","Paul Carey","BOS, NYR, OTT, WSH","C","73","752.98333333333","7","7","5","2","14","66.67","63","11.11","5.31","116","86","58","31","3","5","20","10","10","0","0","5","39","29","75","49","26","20","25","44.44"
"325","Jimmy Hayes","BOS, N.J","R","91","928.96666666667","5","9","5","4","14","38.89","111","4.50","10.64","198","145","114","60","2","15","35","13","10","3","0","10","20","29","124","98","16","20","50","28.57"
"382","Jacob Josefson","BUF, N.J","C","77","909.08333333333","3","11","4","7","14","56.00","79","3.80","7.31","146","120","80","32","7","9","22","11","11","0","0","7","17","14","57","84","45","303","330","47.87"
"491","Michael Chaput","MTL, VAN","C","109","1196.7166666667","4","10","5","5","14","50.00","97","4.12","9.08","179","133","108","47","6","7","48","21","19","2","0","21","22","22","137","80","48","370","333","52.63"
"654","Brendan Gaunce","VAN","C","97","1056.3","5","9","5","4","14","48.28","108","4.63","8.32","179","141","100","42","10","5","43","16","14","1","1","12","23","27","146","66","23","130","131","49.81"
"776","Marko Dano","COL, WPG","C","69","626.38333333333","6","8","3","5","14","66.67","69","8.70","7.9","124","105","82","44","8","8","23","10","9","1","0","13","16","24","125","63","24","2","9","18.18"
"1015","Rudolfs Balcers","OTT","L","36","444.75","5","9","4","5","14","73.68","48","10.42","5.75","88","73","65","33","1","13","10","5","5","0","0","3","15","11","18","42","24","1","6","14.29"
"1031","Casey Nelson","BUF","D","86","1419.0666666667","4","10","5","5","14","30.43","95","4.21","3.24","205","132","34","8","4","4","25","11","10","1","0","5","43","13","90","114","78","0","0","-"
"46","Fedor Tyutin","COL","D","69","1306.75","1","12","1","11","13","39.39","46","2.17","1.55","100","64","23","3","2","5","38","19","19","0","0","5","19","15","116","81","90","0","0","-"
"205","Derek Dorsett","VAN","R","34","444.68333333333","8","5","4","1","13","86.67","50","16.00","4.3","72","63","43","19","2","6","107","26","15","7","4","20","3","6","74","35","20","1","3","25.00"
"278","Mario Kempe","ARI","R","70","780.93333333333","6","7","4","3","13","56.52","77","7.79","5.8","135","106","69","34","6","6","22","11","11","0","0","13","13","14","125","119","41","153","246","38.35"
"502","Kevin Gravel","EDM, L.A","D","101","1447.4333333333","1","12","6","6","13","27.66","116","0.86","3.97","258","179","49","5","3","14","12","6","6","0","0","11","49","9","120","184","133","0","0","-"
"503","Anthony Bitetto","MIN, NSH","D","97","1201.6666666667","1","12","4","8","13","30.95","72","1.39","3.07","169","116","34","6","4","3","64","29","27","2","0","12","37","14","163","144","91","0","0","-"
