name,teamName,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld
Nikita Zaitsev,New Jersey,26,73,76,74,76,70,70,76,77,75,74,69,32,29
Peter Budaj,New Jersey,35,79,83,79,76,74,78,83,76,83,0,0,49,49
Tyler Johnson,New Jersey,27,69,81,64,79,70,76,81,78,79,72,75,38,37
Alexander Barabanov,New Jersey,23,64,70,64,74,72,66,71,67,66,63,67,27,27
Andreas Johnson,New Jersey,23,64,67,68,74,73,74,71,65,67,65,67,27,27
Antti Raanta,New Jersey,28,83,84,81,79,77,79,84,82,83,0,0,36,36
Elias Lindholm,New Jersey,23,72,73,72,76,74,74,76,76,75,69,72,34,32
Garret Sparks,New Jersey,24,75,78,76,75,75,76,77,78,78,0,0,29,29
Jan Kovar,New Jersey,27,66,68,65,68,65,70,67,66,65,68,67,27,27
Jared Coreau,New Jersey,26,77,78,77,76,77,79,78,79,78,0,0,28,27
John-Michael Liles,New Jersey,37,68,73,61,75,69,75,73,72,72,72,66,73,73
Jonathan Bernier,New Jersey,29,79,85,79,78,79,78,85,76,84,0,0,46,44
Jordan Subban,New Jersey,22,65,68,70,75,75,71,72,69,68,68,66,27,27
Kerby Rychel,New Jersey,23,65,70,70,75,73,69,76,69,69,68,70,29,27
Linus Ullmark,New Jersey,24,78,79,75,79,78,75,78,79,79,0,0,30,27
Marcus Sorensen,New Jersey,25,66,69,67,70,68,70,70,68,69,68,68,27,27
Maxim Shalunov,New Jersey,25,63,70,74,74,74,66,70,69,70,63,70,27,27
Nicolas Kerdiles,New Jersey,24,69,69,72,70,69,66,69,68,69,67,67,27,27
Oliver Bjorkstrand,New Jersey,22,64,68,73,74,73,73,76,71,70,68,70,28,27
Pavel Buchnevich,New Jersey,22,66,70,71,74,73,72,76,71,72,68,69,28,27
Sergei Shumakov,New Jersey,25,62,72,63,74,70,63,71,66,66,64,66,27,27
Sergei Tolchinsky,New Jersey,23,64,68,70,74,73,70,76,69,69,66,67,28,27
Stuart Percy,New Jersey,24,70,69,69,66,67,70,69,69,68,69,66,30,27
Tyler Kelleher,New Jersey,23,63,73,63,72,68,63,71,66,65,65,66,26,26
Valeri Nichushkin,New Jersey,22,72,68,70,74,70,74,70,73,72,70,71,33,31
Zachary Aston-Reese,New Jersey,23,68,70,68,70,69,62,70,65,65,65,66,27,27
Alex Killorn,Islanders,28,73,73,74,78,73,68,73,78,76,72,75,36,36
Andre Benoit,Islanders,34,66,72,68,73,69,79,73,72,73,70,69,34,33
Andrew Desjardins,Islanders,31,75,72,73,74,67,65,73,71,71,70,69,37,37
Bryan Bickell,Islanders,31,74,69,79,75,74,73,70,71,71,70,73,37,37
Chris Thorburn,Islanders,34,78,66,80,74,70,55,69,71,71,71,70,50,50
Cody Franson,Islanders,30,73,71,79,77,70,75,71,76,76,76,70,39,40
Corey Perry,Islanders,32,80,79,80,84,81,60,79,79,81,73,82,64,66
Devante Smith-Pelly,Islanders,25,75,73,77,75,69,71,73,71,71,68,71,32,32
Henrik Lundqvist,Islanders,35,87,89,80,84,77,92,91,82,89,0,0,74,76
James Reimer,Islanders,29,82,85,82,79,72,81,86,74,84,0,0,42,42
James Wisniewski,Islanders,33,75,75,71,76,65,70,74,75,75,74,68,54,52
Jared Boll,Islanders,31,87,69,83,73,67,35,70,70,71,69,62,48,48
Jiri Hudler,Islanders,34,69,77,61,77,70,81,78,77,77,69,73,63,62
Joe Thornton,Islanders,38,70,75,80,80,80,71,75,85,85,73,72,92,94
Johnny Boychuk,Islanders,34,77,75,79,80,69,73,74,79,77,82,72,43,43
Kyle Chipchura,Islanders,31,73,68,73,72,70,67,70,71,71,70,70,41,39
Matt Donovan,Islanders,27,66,71,71,71,71,74,71,71,70,70,69,27,26
Michael Del Zotto,Islanders,27,70,78,69,77,64,75,78,75,75,74,70,42,40
Mikhail Grabovski,Islanders,34,73,78,62,74,50,73,78,75,75,68,72,48,44
Nicolas Deslauriers,Islanders,26,73,74,75,73,71,63,74,71,70,67,69,31,31
Reilly Smith,Islanders,26,73,77,70,79,77,76,75,76,75,71,75,36,36
Ryan Kesler,Islanders,33,78,75,77,80,73,57,76,80,77,75,76,70,70
Sami Vatanen,Islanders,26,70,78,63,78,72,70,78,79,78,76,72,34,34
Tanner Glass,Islanders,34,78,73,75,73,72,55,73,69,69,69,68,45,45
Brennan Serville,Islanders,24,68,65,73,64,64,69,63,65,65,66,64,26,26
Brent Regner,Islanders,28,64,70,65,71,64,75,68,70,66,66,64,28,27
Brock McGinn,Islanders,24,69,72,72,72,72,71,74,72,73,69,70,29,27
Connor Carrick,Islanders,23,70,72,71,74,72,68,71,71,73,72,69,31,28
Connor Knapp,Islanders,27,75,75,76,72,73,74,73,73,74,0,0,27,26
Corey Fienhage,Islanders,27,68,65,68,65,64,66,65,67,66,65,65,26,26
David Wohlberg,Islanders,27,65,68,66,67,67,69,67,66,67,64,66,26,26
Dmitrij Jaskin,Islanders,24,73,71,74,77,72,74,71,71,71,74,67,33,29
Gemel Smith,Islanders,23,69,74,69,74,71,72,74,67,68,70,66,28,28
Johan Franzen,Islanders,38,72,71,74,72,48,71,70,72,71,68,70,59,59
Jordan Samuels-Thomas,Islanders,27,68,67,67,66,68,70,67,67,67,65,65,27,27
Jordan Szwarz,Islanders,26,68,70,66,73,70,68,70,70,72,68,70,28,27
Kevin Lynch,Islanders,26,65,68,66,67,67,69,67,66,67,64,66,27,27
Kevin Sundher,Islanders,26,68,66,68,66,67,68,64,66,64,65,66,27,27
Max Everson,Islanders,24,69,65,73,65,65,69,63,65,65,66,64,27,27
Rob Flick,Islanders,26,68,67,68,65,68,65,64,64,66,64,66,27,27
Robert Czarnik,Islanders,28,63,65,64,65,64,70,65,68,64,67,65,27,27
Thomas Larkin,Islanders,27,68,62,75,62,62,66,62,63,63,64,60,27,27
Tyrel Seaman,Islanders,24,69,66,68,68,68,70,65,64,65,64,66,25,25
Brad Richardson,Rangers,33,69,76,64,75,70,72,77,74,73,72,72,50,50
Cory Schneider,Rangers,31,89,89,85,86,82,83,90,75,89,0,0,44,43
Daniel Sedin,Rangers,37,67,79,72,80,77,75,79,79,79,71,74,91,90
David Pastrnak,Rangers,21,69,78,70,75,75,75,79,77,78,70,78,36,28
Derek Stepan,Rangers,27,66,76,71,81,77,78,77,81,80,74,74,42,42
Derick Brassard,Rangers,30,71,79,73,79,76,72,79,78,78,70,75,49,49
Francois Beauchemin,Rangers,37,74,72,74,80,78,78,72,74,75,79,70,66,66
Jared Spurgeon,Rangers,28,63,79,63,79,68,78,79,78,78,76,72,39,39
Jean-Gabriel Pageau,Rangers,25,67,77,68,76,71,74,76,75,74,71,73,32,30
Johnny Gaudreau,Rangers,24,66,81,64,78,75,76,82,83,83,70,77,36,34
Jonathan Drouin,Rangers,22,68,77,70,75,72,72,77,78,77,68,76,32,30
Jonathan Huberdeau,Rangers,24,70,76,69,76,68,70,76,82,80,69,76,34,32
Kevin Shattenkirk,Rangers,29,66,76,70,80,70,67,77,83,81,75,75,42,42
Matt Hunwick,Rangers,32,69,74,70,75,70,73,74,73,74,75,65,42,41
Mikael Granlund,Rangers,25,68,78,68,78,72,74,77,80,80,72,75,35,33
Nicklas Backstrom,Rangers,30,72,82,77,85,79,71,82,92,88,70,75,53,53
Ondrej Pavelec,Rangers,30,80,83,82,80,76,76,81,72,81,0,0,46,46
Oscar Klefbom,Rangers,24,75,70,75,78,73,70,74,75,75,78,73,34,30
Patric Hornqvist,Rangers,31,73,78,66,79,70,71,78,78,78,70,77,44,42
Rasmus Ristolainen,Rangers,23,75,76,75,81,73,70,76,80,77,75,73,39,33
Tyson Barrie,Rangers,26,69,78,67,79,75,77,78,82,78,74,73,40,40
Wayne Simmonds,Rangers,29,80,78,76,78,79,50,78,77,78,68,80,52,52
Adam Clendening,Rangers,25,69,72,71,75,71,72,72,70,70,71,68,30,29
Brett Connolly,Rangers,25,73,74,72,74,72,70,73,72,71,71,73,30,28
Connor Murphy,Rangers,24,73,73,75,76,76,67,72,74,73,70,69,32,29
Daniel O'Regan,Rangers,24,69,71,72,69,70,72,68,69,69,69,69,28,27
David Rittich,Rangers,25,76,77,77,76,76,77,77,75,77,0,0,27,27
Devin Shore,Rangers,23,69,73,72,75,77,76,77,73,72,69,72,30,27
Jimmy Vesey,Rangers,24,69,72,72,73,70,72,72,73,72,68,72,27,27
Jon Merrill,Rangers,26,72,70,75,75,71,73,72,73,72,74,66,32,29
Joonas Korpisalo,Rangers,23,78,79,77,80,81,82,83,81,81,0,0,30,28
Jujhar Khaira,Rangers,23,68,67,72,74,73,70,76,69,69,66,69,28,27
Karri Ramo,Rangers,31,79,80,79,77,77,79,79,76,80,0,0,36,36
Matej Stransky,Rangers,24,69,66,69,66,67,67,65,68,69,66,67,27,27
Mike Reilly,Rangers,24,70,69,72,73,73,69,73,68,71,70,68,28,27
Nick Shore,Rangers,25,72,72,73,74,74,73,72,71,73,69,69,29,28
Nikita Jevpalovs,Rangers,23,65,66,68,73,73,74,71,64,65,65,66,27,27
Oscar Dansk,Rangers,23,74,75,72,72,74,74,75,75,74,0,0,27,27
Paul Ladue,Rangers,25,70,71,72,71,72,70,70,70,68,70,70,28,27
Riley Barber,Rangers,23,70,69,69,69,70,72,71,69,68,68,68,27,27
Ryan Sproul,Rangers,25,71,69,75,74,71,60,70,70,71,70,67,37,29
Sam Brittain,Rangers,25,74,76,75,73,75,76,76,78,78,0,0,26,28
Sven Baertschi,Rangers,25,68,74,71,77,72,76,74,73,74,69,72,32,29
Alexander Edler,Ottawa,31,74,75,78,80,69,67,74,76,76,76,71,54,53
Craig Anderson,Ottawa,36,82,87,80,83,69,80,87,76,88,0,0,59,58
Dale Weise,Ottawa,29,77,75,74,75,72,66,74,72,71,72,72,37,37
Dan Hamhuis,Ottawa,35,70,75,74,80,66,71,75,76,76,80,66,76,74
Frans Nielsen,Ottawa,33,67,79,66,80,76,80,77,79,77,73,73,56,54
Henrik Zetterberg,Ottawa,37,69,80,67,83,68,79,79,84,80,75,74,84,86
Jason Chimera,Ottawa,38,71,75,73,74,83,70,75,73,73,73,76,76,74
Joel Ward,Ottawa,37,75,73,78,77,75,75,74,75,74,73,74,52,47
Jonathan Toews,Ottawa,29,77,84,75,86,82,68,84,83,84,80,79,64,85
Luca Sbisa,Ottawa,28,75,73,76,77,74,69,73,72,72,76,62,39,37
Michael Stone,Ottawa,27,76,70,76,78,72,70,70,75,73,76,69,36,36
Mike Condon,Ottawa,27,81,84,85,78,79,81,83,79,83,0,0,32,31
Ondrej Palat,Ottawa,26,75,75,72,79,73,71,76,81,80,75,75,37,37
Patrick Sharp,Ottawa,36,72,78,71,76,65,73,79,77,76,73,74,70,70
Radim Vrbata,Ottawa,36,64,78,66,78,71,78,78,77,77,64,75,80,78
Riley Sheahan,Ottawa,26,73,72,77,77,75,77,74,73,73,71,71,35,35
Roman Polak,Ottawa,31,76,70,80,76,72,59,70,70,71,76,67,48,48
T.J. Oshie,Ottawa,31,75,79,71,80,75,70,79,79,79,72,79,49,49
Trevor Daley,Ottawa,34,68,77,70,76,70,70,78,75,74,75,71,71,70
Viktor Stalberg,Ottawa,32,64,77,71,73,68,71,77,71,72,63,71,37,37
Anders Nilsson,Ottawa,27,77,83,88,78,74,71,82,77,82,0,0,31,31
Anthony Stolarz,Ottawa,24,76,80,80,79,79,80,84,81,80,0,0,30,27
Bryan Rust,Ottawa,25,71,73,72,73,68,74,74,72,73,72,72,31,29
Chris Driedger,Ottawa,23,72,76,72,74,76,79,80,76,77,0,0,29,27
Dalton Prout,Ottawa,27,77,68,79,73,67,55,68,71,70,74,63,34,33
Dalton Thrower,Ottawa,24,66,69,67,66,66,67,65,64,67,67,63,26,26
Freddie Hamilton,Ottawa,26,66,73,70,73,72,76,72,71,72,68,69,30,29
Jamie Phillips,Ottawa,24,74,76,74,74,75,76,76,76,76,0,0,27,27
Jon Marchessault,Ottawa,27,69,76,69,75,74,72,76,75,76,71,75,31,30
Jordan Martinook,Ottawa,25,72,72,74,75,73,71,72,73,73,69,72,29,28
Josh Anderson,Ottawa,23,71,72,73,75,75,74,77,71,73,70,72,31,29
Laurent Brossoit,Ottawa,24,76,79,80,76,78,76,79,78,78,0,0,30,29
Mario Lucia,Ottawa,24,69,66,69,66,66,67,65,66,67,64,66,27,27
Michael Chaput,Ottawa,25,71,72,72,73,73,69,72,72,71,70,70,30,30
Michael Paliotta,Ottawa,24,68,66,73,66,67,68,65,66,64,67,65,27,27
Mikko Koskinen,Ottawa,29,76,77,79,74,73,75,77,73,78,0,0,27,27
Roman Lyubimov,Ottawa,26,64,71,75,75,74,75,73,67,68,68,66,29,28
Ryan Murray,Ottawa,24,72,74,72,75,70,68,73,75,74,75,71,39,34
Ryan Stanton,Ottawa,28,72,70,71,73,70,65,70,70,71,72,66,34,34
Tanner Richard,Ottawa,24,71,67,71,70,69,68,66,68,69,67,67,28,27
Tim Schaller,Ottawa,27,73,67,75,74,72,66,70,72,72,70,71,31,29
Tyler Pitlick,Ottawa,26,73,71,71,74,71,72,70,72,71,69,71,29,29
Xavier Ouellet,Ottawa,24,67,75,70,74,73,75,75,70,72,73,67,28,28
Zach Sanford,Ottawa,23,61,75,65,74,76,78,81,71,71,67,66,28,28
Zane McIntyre,Ottawa,25,74,80,74,75,72,78,80,75,80,0,0,29,29
Artem Anisimov,Philly,29,67,76,73,77,71,81,76,76,77,71,76,43,43
Brian Elliott,Philly,32,84,84,82,77,72,78,85,75,85,0,0,53,49
Brian Gionta,Philly,39,68,80,57,78,70,77,78,76,76,71,72,80,84
Calvin De Haan,Philly,26,73,76,71,79,74,70,76,75,75,79,70,32,32
Dominic Moore,Philly,37,71,74,66,74,73,75,74,72,72,74,71,64,62
Greg Pateryn,Philly,27,75,67,76,75,70,67,68,70,70,75,63,29,29
Jeff Petry,Philly,30,74,74,76,78,70,72,74,74,74,74,66,37,37
Josh Gorges,Philly,33,74,72,74,75,59,66,73,67,68,74,64,61,63
Joshua Bailey,Philly,28,70,77,70,78,77,76,77,78,77,71,76,51,51
Louis Domingue,Philly,25,77,79,77,73,75,77,79,78,79,0,0,28,28
Marco Scandella,Philly,27,73,73,77,77,72,64,73,73,72,76,73,37,37
Mathieu Perreault,Philly,30,70,79,64,76,68,72,78,78,77,73,73,37,37
Michael Grabner,Philly,30,63,84,68,76,70,78,82,73,77,70,79,41,39
Michael Mersch,Philly,25,68,68,73,68,68,68,67,68,67,68,68,26,25
Mike Fisher,Philly,37,72,76,75,78,70,69,76,73,74,72,71,83,81
Patrick Maroon,Philly,29,77,72,79,76,73,60,73,76,74,69,73,32,32
Paul Byron,Philly,28,70,78,60,75,73,73,76,73,75,70,73,32,32
Raphael Diaz,Philly,32,65,74,68,73,70,74,74,71,71,72,66,31,31
Scott Wilson,Philly,25,67,71,69,69,69,70,69,70,70,68,71,26,25
Steve Downie,Philly,30,70,69,69,70,56,25,70,66,66,66,66,40,40
Alex Broadhurst,Philly,24,69,65,69,66,66,67,65,66,67,65,65,27,27
Anton Forsberg,Philly,25,80,79,80,78,75,78,78,79,79,0,0,29,27
Barclay Goodrow,Philly,24,71,71,74,73,70,67,70,71,70,68,70,30,29
Blake Pietila,Philly,24,70,71,71,71,68,62,70,69,68,69,67,28,27
Brett Bulmer,Philly,25,70,65,72,72,70,66,65,68,68,67,68,30,28
Brian Lashoff,Philly,27,70,71,75,72,72,71,71,70,69,72,60,30,29
Dainius Zubrus,Philly,39,62,68,74,74,72,66,68,71,71,67,70,92,92
Dennis Everberg,Philly,26,70,70,74,71,69,68,70,70,70,67,69,29,29
Garrett Noonan,Philly,27,68,66,70,66,66,68,64,66,64,67,64,27,27
Jared Cowen,Philly,27,73,69,76,74,60,65,68,69,69,73,65,37,32
Jason Garrison,Philly,33,70,71,77,78,76,73,71,75,75,75,71,44,41
Jason Kasdorf,Philly,25,72,74,74,73,75,76,75,76,76,0,0,27,27
Joel Lowry,Philly,26,66,68,70,67,69,67,66,67,66,67,65,27,27
Johan Alm,Philly,26,69,66,67,66,67,67,67,65,66,64,66,27,27
Johan Gustafsson,Philly,25,76,76,78,74,73,73,77,69,77,0,0,27,27
Kenny Agostino,Philly,25,70,69,72,74,73,74,71,70,70,70,71,30,28
Kevin Gravel,Philly,25,69,68,70,68,69,71,69,70,71,70,67,29,27
Magnus Nygren,Philly,27,65,66,68,66,67,70,67,67,66,66,63,27,27
Miikka Salomaki,Philly,24,68,70,68,69,68,70,70,70,70,67,68,28,27
Niklas Lundstrom,Philly,25,73,74,71,77,78,77,76,77,76,0,0,27,27
Sean Kuraly,Philly,25,68,68,72,71,68,68,69,71,69,65,67,28,27
Seth Helgeson,Philly,27,73,68,73,72,70,63,70,68,70,70,67,30,27
Tomas Nosek,Philly,25,67,70,71,71,72,69,72,71,70,68,69,28,27
Adam McQuaid,Phoenix,31,79,68,80,75,72,50,70,69,71,78,51,36,36
Adam Pardy,Phoenix,33,71,67,80,73,69,68,70,68,70,73,57,36,36
Aleksander Barkov,Phoenix,22,70,78,76,79,70,79,77,80,79,73,78,32,32
Anton Belov,Phoenix,31,65,70,70,70,70,68,70,70,70,70,65,27,27
Anze Kopitar,Phoenix,30,72,82,79,84,80,80,82,85,84,77,78,64,63
Clayton Stoner,Phoenix,32,77,69,79,75,61,58,70,70,71,77,60,37,37
Corey Crawford,Phoenix,33,88,89,87,85,82,81,90,77,87,0,0,49,47
Duncan Keith,Phoenix,34,75,82,76,89,80,76,82,86,84,86,73,71,75
Henrik Sedin,Phoenix,37,66,78,73,80,84,73,78,82,83,73,72,93,93
Jamie McGinn,Phoenix,29,72,74,73,77,69,73,74,73,74,72,74,40,40
Jan Hejda,Phoenix,39,70,70,70,70,70,70,70,70,70,70,61,58,51
Jarome Iginla,Phoenix,40,72,71,75,74,70,73,72,74,75,70,72,99,99
Jarret Stoll,Phoenix,35,74,70,74,75,73,73,70,71,73,72,70,75,76
Jim Slater,Phoenix,35,72,73,72,72,65,72,75,70,70,68,69,51,51
Justin Williams,Phoenix,36,69,79,70,79,72,68,79,79,78,73,76,85,85
Mike Cammalleri,Phoenix,35,66,79,67,77,64,78,78,74,79,67,74,74,74
Pavel Datsyuk,Phoenix,39,65,77,64,77,56,82,77,77,80,74,73,85,84
Richard Bachman,Phoenix,30,78,81,72,76,74,68,81,73,82,0,0,30,30
Shea Weber,Phoenix,32,84,76,84,86,80,64,76,83,80,87,80,60,70
T.J. Brodie,Phoenix,27,71,75,72,80,77,78,76,80,79,77,73,37,35
Vern Fiddler,Phoenix,37,70,72,68,76,74,71,73,72,73,74,72,69,69
Anton Lander,Phoenix,26,68,72,70,74,71,75,72,73,71,69,70,32,30
Anton Slepyshev,Phoenix,23,68,72,71,74,75,75,75,71,70,68,71,30,27
Brad Hunt,Phoenix,29,67,69,69,72,69,68,69,69,70,69,68,30,29
Brendan Shinnimin,Phoenix,27,70,74,64,72,70,70,72,69,70,67,67,28,28
Cristopher Nilstorp,Phoenix,33,77,76,76,72,72,75,76,71,76,0,0,29,29
Dana Tyrell,Phoenix,28,66,73,66,74,70,79,72,71,72,72,67,30,30
Danny Biega,Phoenix,26,66,68,70,68,68,70,67,68,69,67,63,27,27
Dany Sabourin,Phoenix,37,77,76,78,77,77,75,77,75,78,0,0,38,30
Jacob Lagace,Phoenix,28,68,70,62,60,70,68,70,65,64,62,65,27,27
Jakub Kovar,Phoenix,29,77,79,76,76,77,78,77,78,78,0,0,28,28
Jerome Samson,Phoenix,30,72,70,67,71,69,67,70,69,69,60,68,28,28
Jordan Oesterle,Phoenix,25,69,70,69,71,69,71,71,70,70,72,63,29,28
Josh Archibald,Phoenix,25,69,72,67,72,69,67,70,72,70,68,69,30,27
Josh Winquist,Phoenix,24,64,66,68,73,73,74,71,64,65,64,66,27,27
Kirill Tulupov,Phoenix,29,74,60,74,65,65,55,60,62,62,65,54,26,26
Kyle Bigos,Phoenix,28,77,60,77,60,71,43,60,66,64,66,62,26,26
Linus Omark,Phoenix,31,60,74,62,75,70,75,74,74,75,59,69,30,30
Marc Cheverie,Phoenix,30,74,75,77,70,70,77,75,65,75,0,0,25,25
Marek Zidlicky,Phoenix,41,70,70,60,72,69,64,70,71,72,70,67,73,68
Mark Fistric,Phoenix,31,70,64,70,70,60,65,66,70,70,70,55,38,38
Mark McNeill,Phoenix,24,68,68,73,68,69,69,68,69,68,67,66,28,28
Matt O'Connor,Phoenix,25,72,74,75,73,75,76,75,77,77,0,0,27,27
Mike Brown,Phoenix,32,78,73,78,72,66,53,72,67,68,68,63,38,38
Nathan Perkovich,Phoenix,32,68,62,75,66,66,66,62,66,64,62,67,27,27
Taylor Chorney,Phoenix,30,67,73,65,73,70,69,73,71,72,74,65,32,31
Teemu Hartikainen,Phoenix,27,68,69,70,72,72,68,70,70,70,63,71,29,29
Tyson Strachan,Phoenix,33,73,67,77,72,69,57,70,69,70,71,60,33,33
Anders Lee,Pittsburgh,27,73,76,76,76,76,66,75,76,75,70,78,33,33
Andrej Sekera,Pittsburgh,31,69,77,74,78,74,80,76,78,74,76,72,52,48
Dmitry Kulikov,Pittsburgh,27,69,77,73,78,74,68,77,77,76,76,71,39,39
Greg Campbell,Pittsburgh,34,75,70,71,72,71,64,72,70,71,72,66,62,62
JT Miller,Pittsburgh,24,75,76,75,78,74,72,75,77,76,73,76,32,32
John Carlson,Pittsburgh,28,72,76,79,83,93,78,77,81,78,77,75,43,39
John Mitchell,Pittsburgh,33,71,71,73,74,70,71,71,71,71,70,71,40,40
John Moore,Pittsburgh,27,68,76,75,75,70,76,76,72,73,72,70,36,33
Johnny Oduya,Pittsburgh,36,69,77,69,77,77,77,78,72,73,77,61,64,61
Justin Abdelkader,Pittsburgh,30,79,78,77,79,76,50,77,74,75,70,73,43,48
Kari Lehtonen,Pittsburgh,34,79,85,84,80,62,76,85,79,86,0,0,60,58
Mats Zuccarello,Pittsburgh,30,70,83,60,79,74,69,83,83,81,71,77,35,35
Matt Martin,Pittsburgh,28,81,72,78,76,76,45,72,71,72,66,71,38,38
Matt Murray,Pittsburgh,23,79,88,81,82,76,83,89,83,88,0,0,35,33
Nino Neiderreiter,Pittsburgh,25,73,77,72,77,75,73,77,77,77,71,76,35,35
Patrick Wiercioch,Pittsburgh,27,70,70,74,74,70,72,70,71,72,73,68,32,32
Steve Bernier,Pittsburgh,32,71,68,76,74,65,71,73,71,73,68,71,56,56
Teddy Purcell,Pittsburgh,32,67,73,72,74,75,77,74,75,74,68,70,44,44
Thomas Hickey,Pittsburgh,29,71,77,72,78,76,74,77,75,75,76,70,36,36
Thomas Vanek,Pittsburgh,34,69,78,74,80,74,72,78,79,79,67,76,69,69
Travis Zajac,Pittsburgh,32,64,75,74,84,73,78,75,77,78,74,72,63,60
Tyler Myers,Pittsburgh,28,72,72,82,78,68,65,73,75,75,78,71,40,40
Adam Pelech,Pittsburgh,23,66,69,73,76,75,74,72,70,71,70,68,28,27
Alex Biega,Pittsburgh,29,65,73,68,73,69,68,72,72,73,70,66,28,28
Alex Grant,Pittsburgh,29,66,67,72,71,66,68,66,69,67,69,67,28,28
Alex Stalock,Pittsburgh,30,82,83,75,77,76,78,80,74,81,0,0,34,34
Andy Welinski,Pittsburgh,24,63,68,70,71,73,69,71,65,66,68,63,27,27
Brendan Leipsic,Pittsburgh,23,64,71,72,75,73,71,76,70,71,67,70,29,27
Casey Wellman,Pittsburgh,30,65,75,65,72,68,78,75,72,72,62,69,28,28
Cory Conacher,Pittsburgh,28,70,77,63,73,71,69,77,74,73,62,70,31,30
Daniel Ciampini,Pittsburgh,27,63,66,64,70,66,63,66,65,64,61,63,26,26
Daniil Tarasov,Pittsburgh,26,65,69,71,71,69,71,69,70,70,69,68,27,27
David Rundblad,Pittsburgh,27,66,69,72,74,70,74,70,72,71,70,68,30,30
Derrick Pouliot,Pittsburgh,24,72,72,70,70,70,68,72,71,70,71,66,30,27
Grayson Downing,Pittsburgh,25,64,66,64,74,71,67,66,65,67,67,66,27,27
Kirill Petrov,Pittsburgh,27,62,72,74,73,70,75,72,71,71,60,71,27,27
Landon Ferraro,Pittsburgh,26,68,71,70,70,68,69,71,70,70,67,69,30,30
Marc-Andre Gragnani,Pittsburgh,30,63,68,71,72,72,67,69,72,71,70,65,29,29
Marko Dano,Pittsburgh,23,66,70,72,75,75,75,76,70,70,67,70,29,27
Matt Corrente,Pittsburgh,29,76,70,74,72,70,48,70,65,68,74,59,26,26
Mike Halmo,Pittsburgh,26,72,66,68,70,68,58,68,67,67,66,67,28,27
Mitchell Heard,Pittsburgh,25,68,68,69,67,68,69,66,67,66,67,65,27,27
Patrick Cannone,Pittsburgh,31,70,68,69,66,66,66,67,67,68,67,67,30,27
Philip Larsen,Pittsburgh,28,64,72,67,75,68,74,71,71,71,72,68,28,28
Stephon Williams,Pittsburgh,24,73,74,75,77,77,77,76,77,76,0,0,27,27
Taylor Leier,Pittsburgh,23,69,71,71,70,68,68,71,70,69,67,70,29,27
Vojtech Mozik,Pittsburgh,25,71,70,68,69,66,55,70,68,67,69,62,28,27
Ben Scrivens,St. Louis,31,82,81,81,80,76,82,81,73,81,0,0,33,33
Clarke MacArthur,St. Louis,32,73,75,72,76,60,71,72,74,75,68,72,52,52
Daniel Girardi,St. Louis,33,76,72,78,78,83,80,74,73,75,78,68,58,56
Darren Helm,St. Louis,31,75,80,69,76,64,81,80,73,72,75,72,42,41
Dennis Seidenberg,St. Louis,36,71,71,75,79,72,72,71,73,75,78,69,66,66
Drew Stafford,St. Louis,32,69,74,74,74,74,74,74,77,74,69,72,60,55
Ian Cole,St. Louis,28,75,71,76,76,72,72,73,71,73,76,65,37,36
Jaromir Jagr,St. Louis,45,66,71,77,83,80,73,75,81,82,62,77,99,99
Jason Spezza,St. Louis,34,66,75,74,80,66,77,75,83,83,67,77,80,80
John Tavares,St. Louis,27,72,78,74,85,73,74,78,87,86,70,84,47,51
Jonathan Quick,St. Louis,32,86,91,84,90,82,85,91,80,91,0,0,54,54
Kyle Clifford,St. Louis,27,77,71,78,75,75,48,71,72,72,69,69,40,40
Matt Niskanen,St. Louis,31,72,77,72,80,78,71,76,80,79,79,71,53,53
Mattias Ekholm,St. Louis,27,74,69,77,78,74,68,73,77,77,77,70,34,33
Niklas Kronwall,St. Louis,37,73,73,75,78,70,71,73,78,77,76,71,64,64
Patrick Bordeleau,St. Louis,31,81,66,86,68,68,49,67,67,69,68,67,30,30
Patrik Berglund,St. Louis,29,64,75,75,78,77,76,75,73,76,71,75,49,45
Rick Nash,St. Louis,33,70,78,79,81,69,68,77,76,82,68,80,78,77
Steve Ott,St. Louis,35,79,73,75,75,70,50,73,69,70,70,68,74,71
Vladimir Tarasenko,St. Louis,26,71,81,73,81,74,73,81,83,82,71,84,37,35
Aaron Harstad,St. Louis,25,67,66,69,66,67,68,64,66,64,67,65,27,27
Alexander Khokhlachev,St. Louis,24,66,68,67,69,68,68,67,68,68,65,68,27,27
Brandon McMillan,St. Louis,27,63,74,66,73,69,73,74,71,72,67,69,32,31
Cody Goloubef,St. Louis,28,69,70,74,74,72,70,71,71,71,74,63,31,28
Curtis McKenzie,St. Louis,26,72,71,74,74,72,63,72,71,71,69,71,30,29
Daniel Catenacci,St. Louis,24,64,71,64,69,68,68,70,70,70,66,69,28,28
Jared McCann,St. Louis,21,65,71,72,74,74,70,76,70,71,67,69,29,27
Jesse Graham,St. Louis,23,66,67,67,67,69,68,67,67,66,67,64,27,27
Jesse Joensuu,St. Louis,30,72,69,75,73,70,70,69,69,70,68,69,29,29
Joey Laleggia,St. Louis,25,66,68,67,68,70,68,68,68,67,68,66,27,27
Kale Kessy,St. Louis,25,69,65,72,66,66,67,63,65,65,65,64,27,27
Keith Kinkaid,St. Louis,28,81,82,81,79,79,81,82,74,82,0,0,32,31
