name,teamName,jersey,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld,ht,wt
Kaapo Kakko,Ottawa,11,20,66,74,77,76,70,75,75,71,73,68,72,35,33,,
Shayne Gostisbehere,Ottawa,54,28,65,75,69,78,65,73,75,74,76,70,75,56,54,,
Alex Iafallo,Ottawa,9,27,68,75,72,80,83,78,78,75,74,72,74,50,48,,
Greg Pateryn,Ottawa,31,31,72,69,76,75,63,67,69,73,70,75,62,53,51,,
Nino Neiderreiter,Ottawa,32,28,71,74,73,77,81,68,74,73,75,71,76,72,70,,
Nathan Beaulieu,Ottawa,16,28,73,76,75,76,64,66,76,69,66,73,64,56,54,,
Richard Panik,Ottawa,70,30,72,73,72,74,68,67,72,72,69,67,68,66,64,,
Mikko Koskinen,Ottawa,1,33,84,85,86,77,78,79,85,84,83,0,0,48,48,,
Michael Stone,Ottawa,33,31,71,70,76,76,61,69,70,72,68,73,69,65,63,,
Chandler Stephenson,Ottawa,10,27,70,76,75,77,68,73,75,75,74,73,73,49,47,,
Michael Chaput,Ottawa,39,29,72,70,71,71,59,65,69,63,62,68,60,45,43,,
Jordan Martinook,Ottawa,13,28,75,70,74,74,65,68,70,72,69,71,67,58,56,,
Ryan Murray,Ottawa,5,27,68,74,72,78,65,75,75,75,73,75,64,56,54,,
Yanni Gourde,Ottawa,6,29,71,76,66,77,82,65,76,75,77,75,74,54,52,,
Kris Russell,Ottawa,15,34,73,75,69,77,65,74,74,73,73,75,63,87,83,,
Matthew Nieto,Ottawa,83,28,67,73,67,75,65,76,73,68,67,74,70,62,60,,
Timo Meier,Ottawa,8,24,74,74,75,77,79,67,73,77,79,69,75,48,46,,
Markus Nutivaara,Ottawa,2,27,68,74,73,76,65,78,75,74,74,70,67,49,47,,
Chris Driedger,Ottawa,12,27,83,83,85,78,75,79,83,81,85,0,0,35,35,,
Jon Marchessault,Ottawa,3,30,71,78,66,79,80,68,79,79,81,70,78,60,58,,
Tyler Bozak,Ottawa,42,35,67,73,71,77,65,74,73,75,74,72,72,85,81,,
Steven Santini,Ottawa,17,26,80,68,71,75,59,69,68,72,68,68,63,38,36,,
Marc-Andre Fleury,Ottawa,29,37,85,90,85,88,80,85,92,83,92,0,0,93,93,,
Zane McIntyre,Ottawa,4,29,72,80,73,73,70,76,79,73,77,0,0,31,31,,
Blake Coleman,Ottawa,65,29,80,70,75,77,77,64,70,72,72,79,75,53,51,,
Laurent Brossoit,Ottawa,36,28,82,84,85,79,77,78,83,81,85,0,0,39,39,,
Zach Sanford,Ottawa,22,26,73,70,75,75,66,68,71,70,71,70,73,45,43,,
Eric Comrie,Ottawa,19,26,76,76,78,74,73,73,77,69,77,0,0,32,32,,
Loic Leduc,Ottawa,30,27,66,66,77,71,65,60,66,60,60,68,59,25,25,,
Mark Barberio,Philly,55,31,68,71,73,74,59,69,72,70,62,70,63,52,50,,
Dennis Everberg,Philly,46,29,64,68,72,65,60,70,68,60,60,64,60,39,37,,
Brandon Pirri,Philly,38,30,64,72,68,76,59,70,72,64,66,65,65,51,49,,
Paul Byron,Philly,33,32,75,81,62,75,65,72,80,73,68,72,70,67,65,,
Justin Faulk,Philly,39,29,77,77,73,82,83,71,78,74,75,76,72,74,72,,
Griffin Reinhart,Philly,23,27,69,68,70,69,60,66,67,63,60,67,61,35,33,,
Charles Hudon,Philly,6,27,73,66,72,73,61,68,71,65,65,64,67,39,37,,
Martin Marincin,Philly,16,29,71,72,72,75,61,69,72,73,68,73,66,48,46,,
Dennis Cholowski,Philly,5,23,64,71,72,77,63,75,72,73,72,69,69,35,33,,
Zac Rinaldo,Philly,2,31,85,71,80,68,59,45,69,63,63,65,64,58,56,,
Nikita Scherbak,Philly,3,25,66,70,66,71,57,70,70,60,62,71,70,35,33,,
Raphael Diaz,Philly,24,35,63,72,68,66,60,72,72,63,60,65,64,53,51,,
Alex Broadhurst,Philly,14,28,66,64,69,66,60,55,64,60,62,66,60,35,33,,
Johan Alm,Philly,8,30,69,66,67,66,67,67,67,65,66,64,66,27,27,,
Danny Dekeyser,Philly,7,31,70,75,74,78,64,70,70,74,73,76,70,65,63,,
Nail Yakupov,Philly,64,27,65,72,67,66,60,68,72,65,64,62,66,52,50,,
Nikita Nesterov,Philly,86,28,70,70,69,76,65,67,70,72,69,71,62,44,42,,
Dakota Joshua,Philly,32,25,69,66,71,69,59,62,64,60,59,61,65,35,33,,
Blake Pietila,Philly,12,28,71,69,71,71,59,69,68,64,64,66,60,36,34,,
Anton Forsberg,Philly,4,29,80,81,80,78,75,78,81,81,80,0,0,38,38,,
Connor Hobbs,Philly,28,25,70,69,68,65,70,66,67,70,71,64,69,26,25,,
Kevin Gravel,Philly,10,29,68,69,71,75,60,75,69,70,62,71,62,41,39,,
Leland Irving,Philly,48,27,72,73,75,70,69,70,80,69,80,0,0,33,33,,
Barclay Goodrow,Philly,89,28,81,70,74,76,83,60,69,72,72,79,69,54,52,,
Kevin Labanc,Philly,11,25,69,72,69,77,83,68,72,75,75,68,73,51,49,,
Andrei Loktionov,Philly,78,31,63,68,63,67,60,75,71,66,65,60,65,46,44,,
Seth Helgeson,Philly,9,30,69,68,73,67,60,60,70,60,58,66,67,39,37,,
Kenny Agostino,Philly,75,29,65,67,72,68,62,67,69,64,66,69,62,40,38,,
Nikita Soshnikov,Philly,35,27,67,71,69,68,56,69,69,60,59,61,60,37,35,,
Anton Zlobin,Philly,49,29,66,68,68,71,69,68,69,68,68,67,67,30,30,,
Scott Wilson,Philly,90,29,70,69,71,71,58,69,69,71,68,67,64,45,43,,
Miikka Salomaki,Philly,27,28,73,69,70,73,60,66,69,66,67,71,68,43,41,,
Garrett Noonan,Philly,58,31,68,66,70,66,66,68,64,66,64,67,64,27,27,,
Niklas Lundstrom,Philly,37,29,73,74,71,77,78,77,76,77,76,0,0,31,31,,
Joel Lowry,Philly,92,30,66,68,70,67,69,67,66,67,66,67,65,27,27,,
Jason Kasdorf,Philly,41,29,72,74,74,73,75,76,75,76,76,0,0,35,35,,
Brett Bulmer,Philly,56,29,67,64,72,64,60,57,64,60,60,60,60,36,34,,
Robert Thomas,Phoenix,2,22,64,78,71,75,65,72,79,76,75,66,69,37,35,,
Vojtech Mozik,Phoenix,19,28,66,70,68,67,60,66,70,60,59,64,61,35,33,,
Andrei Svechnikov,Phoenix,3,21,75,74,73,78,81,65,73,79,83,71,75,38,36,,
Samuel Blais,Phoenix,4,25,64,68,70,70,67,61,65,68,70,69,66,31,34,,
David Elsner,Phoenix,13,30,58,61,64,67,67,67,61,58,58,50,59,25,25,,
Cristopher Nilstorp,Phoenix,81,38,77,76,76,72,72,75,76,71,76,0,0,46,46,,
Michael Duco,Phoenix,68,34,65,65,56,67,66,45,65,65,65,55,65,28,28,,
Matt Watkins,Phoenix,45,34,63,70,50,64,60,70,70,60,60,60,60,41,39,,
Matt Nickerson,Phoenix,46,37,72,50,72,69,68,36,54,51,51,51,51,25,25,,
Cal O'Reilly,Phoenix,52,34,66,69,65,65,60,75,69,60,60,62,60,49,47,,
Eetu Laurikainen,Phoenix,23,29,71,74,70,75,77,75,74,76,73,0,0,29,29,,
Patrice Cormier,Phoenix,6,31,62,68,73,63,60,65,67,60,62,66,60,40,38,,
Rob Schremp,Phoenix,24,35,64,70,65,68,60,73,70,66,65,60,67,48,46,,
Ilari Filppula,Phoenix,26,40,63,70,63,65,65,72,70,66,66,64,66,26,26,,
Darren Archibald,Phoenix,53,31,71,66,74,68,58,66,65,67,66,62,67,40,38,,
Andrew Mangiapane,Phoenix,15,25,71,77,72,76,66,70,76,73,74,73,75,42,40,,
Mattias Janmark-Nylen,Phoenix,33,28,65,75,72,77,77,74,74,72,71,71,70,55,53,,
Teemu Hartikainen,Phoenix,8,31,64,66,70,66,60,70,67,64,63,60,62,40,38,,
Fabian Brunnstrom,Phoenix,61,36,65,78,67,65,60,72,78,66,65,60,60,49,47,,
Gleason Fournier,Phoenix,58,30,65,65,66,65,67,69,64,66,64,64,63,27,27,,
Taylor Chorney,Phoenix,44,34,64,73,65,67,60,70,73,67,65,66,64,50,48,,
Jared Staal,Phoenix,54,30,69,66,75,68,60,60,66,60,60,60,60,36,34,,
Max Reinhart,Phoenix,60,29,63,67,67,65,60,70,67,60,60,60,60,36,34,,
Cody Rosen,Phoenix,42,31,70,71,69,69,68,70,69,70,71,0,0,29,29,,
Ty Wishart,Phoenix,55,33,63,64,76,68,60,69,64,60,60,65,61,41,39,,
Anton Lander,Phoenix,62,30,65,69,70,66,60,70,69,65,64,66,62,48,46,,
Emil Bemstrom,Phoenix,7,22,66,74,68,74,64,75,74,68,70,70,71,35,33,,
Kirill Tulupov,Phoenix,37,33,74,60,74,66,65,55,60,62,62,65,54,26,26,,
Yohann Auvitu,Phoenix,30,31,63,72,65,67,60,70,72,67,68,65,66,40,38,,
Kyle Cumiskey,Phoenix,27,34,63,75,59,67,60,73,75,60,60,65,61,46,44,,
Henri Jokiharju,Phoenix,9,22,69,71,70,77,65,73,70,73,68,70,68,37,35,,
Ty Rattie,Phoenix,20,28,69,69,70,73,64,75,69,70,67,66,67,39,37,,
Jack Hughes,Phoenix,10,20,67,79,69,79,73,75,79,75,76,68,71,35,33,,
Mathieu Brunelle,Phoenix,32,38,60,62,55,65,65,68,62,62,58,54,64,25,25,,
Marc Cheverie,Phoenix,31,35,74,75,77,70,70,77,75,65,75,0,0,29,29,,
Adam Pardy,Phoenix,66,37,67,67,75,66,60,64,69,60,60,65,61,63,61,,
Yorick Trielle,Phoenix,17,41,60,55,65,68,68,62,60,62,62,54,62,25,25,,
Radel Fazleev,Phoenix,14,26,58,64,60,64,60,66,64,64,57,55,52,25,25,,
Matt O'Connor,Phoenix,43,30,72,74,75,73,75,76,75,77,77,0,0,31,31,,
Beau Bennett,Pittsburgh,16,29,65,74,69,66,60,71,74,60,61,61,60,46,44,,
Adam Pelech,Pittsburgh,0,26,75,72,78,80,66,74,71,73,74,80,68,50,48,,
Anders Lee,Pittsburgh,21,31,73,73,80,79,65,67,72,75,76,71,79,67,65,,
Brayden Schenn,Pittsburgh,12,29,76,76,72,80,78,68,76,78,76,68,76,76,74,,
Steve Bernier,Pittsburgh,49,36,68,66,75,66,60,69,70,60,60,61,60,69,67,,
Derrick Pouliot,Pittsburgh,15,27,71,71,69,75,62,70,72,72,73,69,68,44,42,,
Loui Eriksson,Pittsburgh,28,35,64,74,72,73,64,78,76,69,68,68,66,89,84,,
Andy Welinski,Pittsburgh,8,28,68,69,71,73,60,70,71,64,59,68,63,36,34,,
Brendan Leipsic,Pittsburgh,14,27,67,69,73,71,65,70,72,70,70,69,65,43,41,,
Anders Bjork,Pittsburgh,11,24,69,73,68,75,65,74,73,69,65,70,69,39,37,,
Mats Zuccarello,Pittsburgh,4,33,67,78,62,78,65,70,77,79,75,68,74,75,73,,
Alex Lyon,Pittsburgh,5,29,79,79,80,74,74,74,75,80,78,0,0,36,36,,
Calvin De Haan,Pittsburgh,34,30,80,76,71,78,65,72,76,73,72,76,64,62,60,,
Jay Beagle,Pittsburgh,84,35,71,68,77,74,65,69,70,69,68,81,63,77,75,,
Landon Ferraro,Pittsburgh,29,29,62,68,67,63,60,67,68,60,61,64,73,39,37,,
Michael Frolik,Pittsburgh,70,33,68,74,72,74,64,70,72,66,67,67,66,87,83,,
Nick Suzuki,Pittsburgh,1,21,71,78,73,78,85,74,80,79,80,70,73,35,33,,
Marko Dano,Pittsburgh,18,26,76,68,72,68,56,68,73,60,56,65,60,39,37,,
Jonathan Bernier,Pittsburgh,51,33,82,83,83,78,79,78,82,78,84,0,0,65,65,,
Dmitry Orlov,Pittsburgh,81,29,75,71,74,80,78,71,72,74,76,77,72,68,66,,
Mathew Barzal,Pittsburgh,52,24,70,85,70,80,81,68,85,81,81,70,75,47,45,,
Cal Clutterbuck,Pittsburgh,36,33,83,70,77,75,65,65,70,69,68,76,66,89,84,,
Ryan Nugent-Hopkins,Pittsburgh,93,28,69,74,73,82,77,73,72,78,79,76,77,72,70,,
Curtis Lazar,Pittsburgh,22,26,73,72,74,74,63,73,70,68,67,74,70,51,49,,
Ryan Pulock,Pittsburgh,19,26,74,73,77,81,82,78,73,75,76,78,71,49,47,,
Tomas Hertl,Pittsburgh,50,27,72,71,73,80,66,72,73,80,81,76,80,62,60,,
Matt Murray,Pittsburgh,30,27,83,83,83,81,76,83,86,88,87,0,0,47,47,,
Anthony Beauvillier,Pittsburgh,26,24,69,80,69,78,73,76,79,73,70,69,76,49,47,,
Fredrik Olofsson,Pittsburgh,40,25,65,71,70,61,74,61,67,66,68,67,70,25,25,,
Conor Sheary,Pittsburgh,20,29,66,74,68,75,73,75,72,71,73,69,73,57,55,,
Tyler Myers,Pittsburgh,60,31,75,70,82,80,80,68,70,73,75,80,72,81,78,,
Jake Bischoff,Pittsburgh,45,26,69,71,70,69,56,63,68,60,59,69,62,35,33,,
Taylor Leier,Pittsburgh,31,27,62,66,68,66,60,70,67,64,65,65,61,35,33,,
Jack Dougherty,Pittsburgh,42,25,72,64,70,72,60,66,68,74,70,67,66,25,25,,
Josh Morrissey,Pittsburgh,23,26,70,77,67,82,68,71,77,76,77,73,71,52,50,,
Ludwig Bystrom,Pittsburgh,43,27,63,65,69,69,73,72,63,70,66,70,65,26,25,,
Thomas McCollum,Pittsburgh,35,32,74,76,74,72,70,70,76,68,78,0,0,32,32,,
Sonny Milano,Pittsburgh,46,25,64,70,64,76,61,70,72,66,68,69,65,38,36,,
Ryan Donato,Pittsburgh,39,25,68,74,68,74,65,75,75,72,72,66,71,42,40,,
Tyler Moy,Pittsburgh,47,26,65,68,69,72,68,67,67,68,67,66,67,25,25,,
Ryan Mantha,Pittsburgh,37,25,62,70,74,70,73,69,71,70,69,65,67,27,26,,
Evander Kane,Pittsburgh,27,29,79,73,77,81,74,61,73,78,78,73,81,79,76,,
Sebastian Aho,Pittsburgh,38,23,70,79,70,81,82,71,79,81,85,76,84,50,48,,
Mikhail Sergachev,Pittsburgh,44,23,72,76,74,80,79,69,78,79,80,75,71,45,43,,
Warren Foegele,Pittsburgh,41,25,69,71,70,75,76,69,71,71,70,74,72,43,41,,
Frank Vatrano,St. Louis,27,27,73,76,71,76,82,68,75,71,71,69,76,53,51,,
Semyon Varlamov,St. Louis,42,33,87,89,87,84,79,78,87,85,89,0,0,74,74,,
Cory Conacher,St. Louis,5,31,69,77,64,69,56,65,77,69,69,69,60,48,46,,
Jared McCann,St. Louis,2,25,70,79,73,76,68,70,78,76,77,68,75,51,49,,
Alexei Marchenko,St. Louis,49,30,69,66,73,73,72,72,73,70,69,71,69,28,26,,
Brandon Manning,St. Louis,33,31,73,69,74,73,61,63,70,66,57,72,70,51,49,,
Gabriel Bourque,St. Louis,11,30,76,73,70,70,65,74,73,66,65,66,63,59,57,,
Miles Wood,St. Louis,19,25,71,82,75,76,70,59,82,71,68,66,74,50,48,,
Mattias Ekholm,St. Louis,9,31,69,72,77,82,74,70,73,77,77,79,73,71,69,,
Reilly Smith,St. Louis,15,30,69,76,72,79,77,74,74,74,76,75,76,73,71,,
Noah Hanafin,St. Louis,25,24,69,74,74,79,74,76,75,73,75,76,71,55,53,,
Peter Cehlarik,St. Louis,6,25,67,69,70,71,58,70,68,69,71,71,71,35,33,,
Cody Goloubef,St. Louis,69,31,71,69,74,75,59,68,70,66,59,71,66,46,44,,
Jonas Brodin,St. Louis,38,27,68,77,74,80,80,75,75,74,75,79,72,68,66,,
Alexander Nylander,St. Louis,32,23,61,66,69,69,58,70,66,69,69,62,69,35,33,,
Jordan Kyrou,St. Louis,7,23,65,75,72,76,64,73,75,74,73,66,72,35,33,,
Alex Kerfoot,St. Louis,36,26,68,76,69,76,77,69,75,74,71,71,71,48,46,,
Elias Pettersson,St. Louis,35,22,68,81,69,80,65,76,84,80,81,68,81,37,35,,
Brett Seney,St. Louis,3,25,70,68,65,72,61,63,68,69,67,63,67,35,33,,
Nick Jensen,St. Louis,34,30,69,74,72,77,78,75,73,73,70,77,64,56,54,,
Samuel Morin,St. Louis,22,25,71,67,71,71,58,46,71,60,56,68,66,35,33,,
Evgeny Artyukhin,St. Louis,64,38,70,62,84,65,60,45,62,65,64,60,66,53,51,,
Maxim Mamin,St. Louis,37,26,71,68,70,68,57,67,65,60,62,71,60,35,33,,
Stefan Noesen,St. Louis,65,28,71,68,74,73,62,65,69,63,61,65,66,45,43,,
Tyler Toffoli,St. Louis,74,29,70,74,73,79,79,72,74,74,76,70,82,68,66,,
Reid Boucher,St. Louis,12,27,65,68,66,65,55,75,70,60,61,61,60,40,38,,
Gabriel Gagne,St. Louis,8,25,64,72,75,63,71,73,71,66,66,69,69,25,25,,
Keith Kinkaid,St. Louis,1,32,81,82,81,79,79,81,82,74,82,0,0,49,49,,
Patrik Nemeth,St. Louis,18,29,72,70,76,77,71,69,70,73,69,79,66,57,55,,
Jake Evans,St. Louis,10,25,75,70,70,75,64,66,71,71,69,73,66,35,33,,
Jake Kupsky,St. Louis,16,26,65,71,76,73,67,65,71,66,66,0,0,29,29,,
Linus Soderstrom,St. Louis,17,25,69,71,72,72,70,73,68,68,72,0,0,29,29,,
Pavel Zacha,St. Louis,20,24,68,76,76,78,67,73,76,76,74,72,75,48,46,,
Jakub Zboril,St. Louis,21,24,71,70,73,75,62,70,70,73,75,70,62,35,33,,
Evan Cormier,St. Louis,23,24,63,76,72,69,63,66,72,70,75,0,0,29,29,,
Brad Morrison,St. Louis,30,25,63,71,70,72,71,71,70,75,70,63,65,25,27,,
Robbie Russo,St. Louis,14,28,64,68,71,68,60,70,67,60,61,65,61,35,33,,
Par Lindholm,St. Louis,39,29,65,67,70,76,63,73,65,64,63,66,62,41,39,,
John Tavares,St. Louis,92,30,69,76,74,80,78,70,76,81,83,71,81,86,82,,
Carey Price,San Jose,44,34,87,90,89,84,76,84,90,81,90,0,0,80,80,,
Marc-Edouard Vlasic,San Jose,19,34,67,75,73,78,73,73,75,73,69,76,66,93,88,,
Marek Mazanec,San Jose,41,30,70,78,74,70,70,77,77,78,77,0,0,38,38,,
Ron Hainsey,San Jose,70,40,69,68,72,74,76,74,68,70,69,75,64,97,92,,
Dylan Gambrell,San Jose,21,24,72,73,69,76,64,71,73,69,68,72,67,37,35,,
Dougie Hamilton,San Jose,2,28,72,77,77,82,68,68,77,84,86,78,80,69,67,,
Olli Maata,San Jose,5,26,71,74,73,77,65,75,74,73,69,74,65,59,57,,
Jonas Siegenthaler,San Jose,25,24,70,70,74,75,63,68,69,67,64,77,63,35,33,,
David Kampf,San Jose,23,26,68,70,72,76,72,73,70,71,66,74,64,46,44,,
Conner Bleackley,San Jose,10,26,74,72,70,71,61,61,74,73,63,68,60,25,25,,
Brendan Gaunce,San Jose,3,27,70,68,71,69,55,67,74,74,74,61,74,39,37,,
Patrick Maroon,San Jose,59,33,69,68,79,74,60,58,69,69,69,67,67,60,58,,
Andreas Athanasiou,San Jose,27,26,67,83,72,77,66,69,83,74,70,64,74,52,50,,
Glenn Gawdin,San Jose,18,24,69,63,69,68,57,70,72,68,67,61,60,35,33,,
Chris Tierney,San Jose,6,27,67,70,71,77,84,76,74,74,70,73,70,61,59,,
Luke Schenn,San Jose,8,31,82,70,77,72,63,66,70,69,62,72,66,82,79,,
Tobias Lindberg,San Jose,20,25,67,66,74,69,60,66,71,68,66,63,60,35,33,,
Jamie Benn,San Jose,1,31,77,75,80,79,77,66,76,78,78,69,74,87,83,,
Jaccob Slavin,San Jose,11,27,71,75,76,82,79,80,76,75,77,84,70,58,56,,
Phil Kessel,San Jose,82,33,63,83,68,78,84,74,83,78,77,64,77,95,90,,
John Gilmour,San Jose,12,28,69,69,69,71,56,69,69,60,59,71,62,36,34,,
Anthony Stolarz,San Jose,15,28,79,82,79,79,79,79,83,81,82,0,0,36,36,,
Matt Roy,San Jose,26,26,71,71,70,77,65,76,72,73,74,73,68,41,39,,
Jesper Bratt,San Jose,22,22,66,72,65,76,65,77,72,78,77,70,72,41,39,,
Aaron Dell,San Jose,35,32,82,81,80,78,75,73,80,80,80,0,0,46,46,,
Phillip Danault,San Jose,29,28,73,71,76,79,81,69,71,78,78,79,70,57,55,,
Benoit Pouliot,San Jose,67,34,65,70,74,68,60,66,70,64,64,66,66,74,72,,
Nicklas Backstrom,San Jose,28,33,68,80,72,80,75,70,80,83,82,68,74,93,88,,
Henrik Zetterberg,San Jose,48,40,64,70,67,69,60,72,70,69,69,63,65,88,83,,
Andrew MacDonald,San Jose,57,34,65,74,71,71,65,70,74,69,68,0,0,77,77,,
Ben Harpur,San Jose,7,26,73,65,72,76,64,66,67,72,71,72,63,40,38,,
Nick Ritchie,San Jose,14,25,78,70,77,77,65,59,69,73,74,68,73,51,49,,
Jaden Schwartz,San Jose,16,29,70,74,70,79,67,74,74,77,76,68,73,67,65,,
Zachary Fucale,San Jose,17,26,74,76,73,70,71,67,78,72,73,0,0,26,26,,
Justin Abdelkader,San Jose,24,34,76,73,76,74,65,64,73,65,65,69,61,82,79,,
Tomas Tatar,San Jose,9,30,71,76,67,76,76,70,76,79,83,71,74,72,70,,
Mark Pysyk,San Jose,37,29,70,72,72,73,65,71,73,69,67,71,71,61,59,,
Brock Nelson,San Jose,31,29,68,71,76,79,82,70,71,75,72,69,78,70,68,,
Carl Gunnarsson,Tampa Bay,44,34,67,74,70,75,61,74,72,73,71,74,67,76,74,,
Antoine Bibeau,Tampa Bay,14,27,76,79,77,75,74,78,79,79,80,0,0,33,33,,
Nick Leddy,Tampa Bay,8,30,68,77,72,80,76,78,77,80,79,75,66,81,78,,
Brian Elliott,Tampa Bay,37,36,79,80,84,79,72,78,81,75,79,0,0,76,76,,
Jordan Nolan,Tampa Bay,70,32,69,67,78,69,58,55,69,69,69,69,60,59,57,,
Jordan Caron,Tampa Bay,31,30,64,68,75,65,60,65,66,60,60,60,60,45,43,,
Michael Blunden,Tampa Bay,22,35,71,69,77,73,72,61,70,67,70,69,69,32,32,,
Jake McCabe,Tampa Bay,5,27,74,70,75,78,65,68,70,73,72,76,69,53,51,,
Marcus Hogberg,Tampa Bay,3,27,80,81,82,75,77,78,80,79,80,0,0,35,35,,
Matt Read,Tampa Bay,11,35,69,73,69,69,58,77,73,60,61,69,67,67,65,,
Nicolas Deslauriers,Tampa Bay,19,30,81,70,75,72,65,56,70,68,67,63,68,61,59,,
Jason Demers,Tampa Bay,66,33,73,72,72,78,65,68,73,73,68,73,63,80,77,,
Peter Mueller,Tampa Bay,88,33,65,67,73,69,60,71,66,66,65,60,66,51,49,,
Anders Nilsson,Tampa Bay,9,32,77,79,78,78,74,71,78,77,76,0,0,49,49,,
Connor Brown,Tampa Bay,23,27,69,74,68,80,85,76,74,74,73,79,76,55,53,,
Mike Condon,Tampa Bay,40,31,79,80,81,74,79,81,80,79,80,0,0,32,31,,
Christian Wolanin,Tampa Bay,42,26,64,75,72,75,60,70,74,73,74,68,65,35,33,,
Marcus Foligno,Tampa Bay,82,29,82,70,77,75,66,62,69,74,70,74,73,70,68,,
Max Veronneau,Tampa Bay,7,25,63,68,69,69,57,70,66,68,67,64,69,35,33,,
Zach Boychuk,Tampa Bay,26,31,65,69,65,66,60,75,69,64,64,60,64,44,42,,
Corey Tropp,Tampa Bay,16,31,65,68,66,65,60,55,68,60,62,65,60,45,43,,
Chris Bourque,Tampa Bay,58,35,65,71,65,67,60,68,72,66,64,60,63,45,43,,
Mark Borowiecki,Tampa Bay,75,31,87,69,78,75,64,52,70,69,64,77,67,60,58,,
Shane Prince,Tampa Bay,17,28,65,70,69,67,60,69,70,63,63,61,63,41,39,,
Brendan Guhle,Tampa Bay,12,23,67,71,70,75,60,70,70,73,69,70,72,35,33,,
Caleb Jones,Tampa Bay,10,24,68,70,75,75,63,75,70,73,66,72,67,35,33,,
Patrik Sieloff,Tampa Bay,32,27,63,67,67,73,72,69,73,69,70,66,66,30,29,,
Mathieu Perreault,Tampa Bay,85,33,70,72,64,74,69,68,73,71,70,65,71,79,76,,
Henrik Lundqvist,Tampa Bay,41,40,76,79,78,74,70,80,77,75,75,0,0,98,98,,
Tommy Vannelli,Tampa Bay,13,27,65,67,71,71,71,70,70,66,65,68,66,27,29,,
Christian Jaros,Tampa Bay,21,25,71,70,75,72,61,68,71,73,70,70,62,35,33,,
Zach Werenski,Tampa Bay,18,23,67,80,74,83,66,78,80,76,79,76,80,47,45,,
Nikita Zaitsev,Tampa Bay,20,29,76,74,74,81,73,72,74,73,72,80,68,55,53,,
Alex Tuch,Tampa Bay,1,25,73,77,77,77,66,72,76,74,76,72,76,46,44,,
Thomas Chabot,Tampa Bay,2,24,74,74,75,86,71,70,75,83,78,76,74,45,43,,
Filip Chlapik,Tampa Bay,24,24,69,67,70,71,58,68,70,63,65,68,63,35,33,,
Jonathan Dahlen,Tampa Bay,25,24,67,71,66,69,71,69,64,66,70,69,63,26,27,,
Nick Seeler,Tampa Bay,28,28,75,68,73,73,64,60,67,71,61,71,64,39,37,,
Tage Thompson,Tampa Bay,30,23,67,65,76,75,63,69,68,69,69,63,72,37,35,,
Brad Hunt,Tampa Bay,63,32,64,70,73,74,64,78,70,67,69,69,72,50,48,,
Frans Nielsen,Tampa Bay,53,37,68,72,66,75,65,77,72,70,69,71,65,95,90,,
Drake Batherson,Tampa Bay,6,23,73,76,77,77,64,74,77,76,75,66,74,35,33,,
Joel Farabee,Tampa Bay,33,21,69,77,68,77,67,67,77,74,75,70,76,35,33,,
Joey Anderson,Tampa Bay,34,23,71,73,70,75,59,70,73,63,62,70,65,35,33,,
Nick Bjugstad,Tampa Bay,27,28,71,70,80,74,64,68,70,71,70,69,70,61,59,,
Alexander Ovechkin,Toronto,16,35,76,78,85,82,72,69,78,77,78,67,90,96,91,,
Sebastian Aho,Toronto,17,25,63,69,69,71,56,70,64,71,71,68,71,35,33,,
Eric Staal,Toronto,25,36,66,72,78,77,77,68,71,73,75,66,71,98,93,,
Brandon Crombeen,Toronto,46,36,82,69,81,74,75,45,69,70,70,71,69,46,45,,
Niklas Hjalmarsson,Toronto,26,34,69,73,78,77,65,72,73,73,68,82,63,87,83,,
Yannick Weber,Toronto,14,32,70,75,70,75,63,69,75,65,61,71,63,66,64,,
Auston Matthews,Toronto,7,23,74,82,82,83,72,79,83,83,84,72,92,48,46,,
Martin Hanzal,Toronto,19,34,69,70,70,69,57,64,69,69,69,68,69,74,72,,
Jeff Petry,Toronto,32,33,74,74,76,82,84,73,74,81,84,77,79,82,79,,
Calle Jarnkrok,Toronto,72,29,66,76,68,78,71,75,74,74,72,74,74,65,63,,
Erik Karlsson,Toronto,68,31,70,82,71,83,65,72,82,79,79,76,73,82,79,,
Jason Zucker,Toronto,3,29,72,77,69,77,66,70,76,74,76,67,75,64,62,,
Scott Wedgewood,Toronto,69,29,80,81,82,76,75,75,80,78,80,0,0,37,37,,
Sven Baertschi,Toronto,27,28,67,71,71,71,59,72,71,71,71,66,71,50,48,,
Zdeno Chara,Toronto,29,44,74,65,84,78,70,66,66,73,70,80,67,99,94,,
Hunter Smith,Toronto,37,26,69,55,77,71,67,61,59,60,62,60,55,27,31,,
Beau Starrett,Toronto,2,26,73,68,74,67,66,71,73,67,69,66,68,27,25,,
Sean Monahan,Toronto,8,26,69,73,76,79,76,76,73,77,78,69,75,66,64,,
Thomas Greiss,Toronto,31,36,82,88,83,79,76,82,84,85,85,0,0,64,64,,
Joe Thornton,Toronto,39,42,66,66,80,76,69,69,66,76,78,70,69,99,94,,
Viktor Arvidsson,Toronto,4,28,67,78,68,78,65,69,78,73,74,69,76,57,55,,
Alexander Petrovic,Toronto,73,29,71,70,78,71,63,58,70,69,57,74,62,49,47,,
Slater Koekkoek,Toronto,15,27,71,71,73,74,63,67,70,67,65,72,66,42,40,,
