name,teamName,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld
Torey Krug,Nashville,27,70,77,64,78,70,72,78,85,82,75,74,35,35
Ahti Oksanen,Nashville,25,68,67,72,66,68,68,66,67,66,67,66,27,27
Alexander Burmistrov,Nashville,27,68,76,67,74,74,71,76,72,73,68,71,40,38
Brandon Montour,Nashville,24,68,74,75,76,75,73,76,76,76,76,72,29,28
Casey Bailey,Nashville,27,70,68,72,69,69,70,69,71,71,68,70,29,27
Charlie Lindgren,Nashville,25,75,78,76,78,79,79,82,77,79,NA,NA,30,27
Curtis Valk,Nashville,26,64,68,62,70,68,62,68,67,67,66,66,27,27
Daniel Zarr,Nashville,24,65,67,68,73,73,73,67,67,65,62,65,27,27
Gavin Bayreuther,Nashville,24,65,70,66,73,71,64,70,65,66,65,63,27,27
Henrik Haapala,Nashville,24,63,71,52,65,60,67,70,69,69,61,66,27,27
Joakim Ryan,Nashville,25,66,69,72,75,74,67,70,72,71,73,69,27,27
Joe Morrow,Nashville,26,72,68,74,72,69,68,68,69,70,71,67,30,28
Justin Kloos,Nashville,25,64,71,64,74,70,63,71,65,66,63,66,27,27
Kevin Roy,Nashville,25,66,69,67,71,65,68,69,68,69,67,69,27,27
Lukas Bengtsson,Nashville,25,64,67,63,70,63,67,67,67,67,67,64,27,27
Lukas Sedlak,Nashville,25,69,69,71,76,75,74,70,70,70,72,69,30,28
Michael Garteig,Nashville,27,70,76,73,74,75,76,78,74,72,NA,NA,29,27
Mikael Wikstrand,Nashville,25,68,67,69,65,68,66,64,64,66,66,64,26,26
Ryan Dzingel,Nashville,26,69,75,71,75,74,74,74,76,74,69,75,29,28
Spencer Foo,Nashville,24,64,66,63,68,70,50,66,65,65,58,63,25,25
Stephen Johns,Nashville,26,72,70,75,73,71,70,71,73,72,72,68,28,27
Travis Boyd,Nashville,25,66,69,74,75,75,73,72,71,70,69,70,27,27
Antti Raanta,New Jersey,29,85,87,84,81,79,79,86,82,85,NA,NA,38,38
Brayden Schenn,New Jersey,27,72,78,72,80,77,69,78,80,78,69,78,38,38
Connor Brown,New Jersey,25,73,75,68,75,70,74,75,74,74,72,74,28,28
Elias Lindholm,New Jersey,24,72,73,72,78,74,74,76,78,77,70,74,34,32
Evgeni Malkin,New Jersey,32,74,77,78,84,60,64,77,90,93,68,82,58,58
Frederik Andersen,New Jersey,29,86,90,87,86,80,82,88,76,89,NA,NA,39,39
Ilya Kovalchuk,New Jersey,35,63,77,73,76,74,73,78,75,76,64,72,81,77
Jacob Trouba,New Jersey,24,74,75,77,82,66,66,76,78,76,80,72,34,32
Jake McCabe,New Jersey,25,72,70,73,76,70,70,70,73,72,74,72,30,30
Jason Spezza,New Jersey,35,66,74,74,79,66,77,74,78,78,67,73,82,82
Jay Bouwmeester,New Jersey,35,68,76,76,77,70,76,76,72,71,76,68,80,78
Justin Schultz,New Jersey,28,66,75,68,78,75,76,75,79,77,75,75,38,36
Matt Niskanen,New Jersey,32,72,77,72,80,78,71,76,79,79,79,71,53,53
Mitch Marner,New Jersey,21,71,82,67,79,70,70,82,83,84,68,76,30,30
Morgan Rielly,New Jersey,24,73,79,75,80,76,75,78,80,82,77,73,39,39
Nazem Kadri,New Jersey,28,76,80,72,79,75,60,80,78,77,70,77,41,41
Oliver Bjorkstrand,New Jersey,23,67,72,73,76,73,75,76,74,75,68,71,29,27
Ondrej Kase,New Jersey,23,70,74,73,76,75,75,76,74,74,70,75,28,27
Pavel Buchnevich,New Jersey,23,68,70,74,76,73,72,76,75,74,68,73,31,30
Tyler Johnson,New Jersey,28,69,81,64,79,70,76,81,78,79,72,75,39,37
Will Butcher,New Jersey,24,67,76,68,77,69,70,75,78,77,75,70,25,25
Alexander Barabanov,New Jersey,24,64,70,64,74,72,66,71,67,66,63,67,27,27
Andreas Borgman,New Jersey,23,70,68,72,73,67,65,69,68,68,71,65,25,25
Andreas Johnson,New Jersey,24,68,72,72,75,73,74,73,71,72,70,72,27,27
Carter Verhaeghe,New Jersey,23,63,65,64,66,67,60,65,66,64,57,62,25,25
Garret Sparks,New Jersey,25,78,81,79,78,75,76,80,81,81,NA,NA,29,29
Hudson Fasching,New Jersey,23,69,69,74,73,68,66,69,70,69,65,69,25,25
Igor Shesterkin,New Jersey,23,75,75,69,72,71,70,75,66,75,NA,NA,25,25
Jakub Jerabek,New Jersey,27,68,69,71,73,68,64,70,69,69,70,64,25,25
Jan Kovar,New Jersey,28,66,68,65,68,65,70,67,66,65,68,67,27,27
Jared Coreau,New Jersey,27,77,78,77,76,77,79,78,79,78,NA,NA,28,27
Jonathan Bernier,New Jersey,30,79,85,79,78,79,78,85,76,84,NA,NA,46,44
Jordan Subban,New Jersey,23,65,68,70,75,75,71,72,69,68,68,66,27,27
Josh Healey,New Jersey,24,67,69,69,72,70,65,66,65,65,64,65,25,25
Kerby Rychel,New Jersey,24,65,70,70,75,73,69,76,69,69,68,70,29,27
Linus Ullmark,New Jersey,25,81,83,79,81,78,75,80,79,83,NA,NA,30,27
Lucas Wallmark,New Jersey,23,67,72,72,73,65,60,72,71,70,68,70,26,26
Marcus Sorensen,New Jersey,26,68,72,73,75,68,70,73,72,72,70,72,27,27
Maxim Shalunov,New Jersey,26,63,70,74,74,74,66,70,69,70,63,70,27,27
Nicolas Kerdiles,New Jersey,25,69,69,72,70,69,66,69,68,69,67,67,27,27
Sergei Shumakov,New Jersey,26,62,72,63,74,70,63,71,66,66,64,66,27,27
Sergei Tolchinsky,New Jersey,24,64,68,70,74,73,70,76,69,69,66,67,28,27
Shea Theodore,New Jersey,23,70,77,74,78,69,70,77,77,77,76,72,25,25
Stuart Percy,New Jersey,25,70,69,69,66,67,70,69,69,68,69,66,30,27
Trevor Moore,New Jersey,23,68,71,66,72,69,69,72,70,70,68,69,25,25
Tyler Kelleher,New Jersey,24,63,73,63,72,68,63,71,66,65,65,66,26,26
Valeri Nichushkin,New Jersey,23,70,68,70,73,70,74,70,73,72,69,71,33,31
Zachary Aston-Reese,New Jersey,24,68,71,72,74,69,62,72,70,70,70,71,27,27
Anders Nilsson,Ottawa,28,77,83,88,78,74,71,82,77,82,NA,NA,31,31
Antoine Roussel,Ottawa,29,81,72,77,76,73,42,72,73,73,71,73,39,35
Ben Chiarot,Ottawa,27,73,71,77,77,66,67,71,71,71,76,66,28,28
Brendan Smith,Ottawa,30,77,77,74,76,70,64,76,71,72,75,68,34,34
Brian Gibbons,Ottawa,30,68,76,59,75,70,77,76,73,73,69,73,32,32
Dale Weise,Ottawa,30,76,74,74,75,72,66,73,70,70,69,69,39,37
David Booth,Ottawa,34,64,75,70,72,50,74,76,69,69,67,69,47,45
Henrik Zetterberg,Ottawa,38,69,75,67,78,68,79,75,78,77,74,74,86,88
Jason Chimera,Ottawa,39,70,73,73,73,78,70,73,70,70,68,69,78,74
Jon Marchessault,Ottawa,28,69,80,68,80,74,72,81,79,80,71,78,34,32
Jonathan Ericsson,Ottawa,34,72,70,79,76,65,72,70,71,71,75,65,48,42
Jonathan Toews,Ottawa,30,77,80,75,86,82,68,80,82,83,80,78,68,86
Jordan Martinook,Ottawa,26,72,72,74,75,73,71,72,72,72,69,72,29,28
Josh Anderson,Ottawa,24,71,72,73,76,75,74,77,73,73,70,75,31,29
Luca Sbisa,Ottawa,29,74,72,75,77,74,69,71,72,72,75,62,39,37
Marc-Andre Fleury,Ottawa,34,85,90,85,88,78,85,92,80,91,NA,NA,75,73
Michael Stone,Ottawa,28,76,70,76,77,72,70,70,75,73,76,69,36,36
Ondrej Palat,Ottawa,27,75,75,72,78,73,71,76,79,79,75,74,37,37
Riley Sheahan,Ottawa,27,73,72,77,76,75,77,74,72,72,71,71,35,35
Roman Polak,Ottawa,32,75,70,80,76,69,59,70,69,69,76,65,48,48
Ryan Murray,Ottawa,25,72,74,72,77,70,68,75,75,76,76,71,39,34
Tommy Wingels,Ottawa,30,74,73,72,73,73,69,73,70,70,69,70,37,37
Tyler Bozak,Ottawa,32,72,77,71,78,70,77,78,76,77,71,73,45,45
Anthony Stolarz,Ottawa,25,79,82,80,79,79,80,84,81,82,NA,NA,30,27
Blake Coleman,Ottawa,27,69,73,74,75,68,68,74,72,72,71,73,28,28
Chris Driedger,Ottawa,24,72,76,72,74,76,79,80,76,77,NA,NA,29,27
Eric Comrie,Ottawa,23,74,76,77,73,69,70,77,73,77,NA,NA,25,25
Freddie Hamilton,Ottawa,27,66,73,70,73,72,76,72,71,72,68,69,30,29
Laurent Brossoit,Ottawa,25,79,81,82,78,78,76,79,81,82,NA,NA,30,29
Loic Leduc,Ottawa,24,66,66,77,71,65,60,66,60,60,68,59,25,25
Luke Witkowski,Ottawa,28,77,71,78,73,70,51,69,65,68,69,64,31,28
Mario Lucia,Ottawa,25,69,66,69,66,66,67,65,66,67,64,66,27,27
Matthew Nieto,Ottawa,26,67,77,67,76,72,74,76,74,74,68,72,34,28
Melker Karlsson,Ottawa,28,70,72,70,75,70,74,72,72,72,70,72,31,27
Michael Chaput,Ottawa,26,70,72,72,73,73,69,72,71,71,70,69,30,30
Michael Paliotta,Ottawa,25,68,66,73,66,67,68,65,66,64,67,65,27,27
Mikko Koskinen,Ottawa,30,76,77,79,74,73,75,77,73,78,NA,NA,27,27
Miro Aaltonen,Ottawa,25,64,73,64,73,69,67,74,70,70,69,69,25,25
Nic Dowd,Ottawa,28,71,72,73,74,72,70,72,72,71,69,70,31,30
Roman Lyubimov,Ottawa,27,64,71,75,75,74,75,73,67,68,68,66,29,28
Tanner Richard,Ottawa,25,71,67,71,70,69,68,66,68,69,67,67,28,27
Tim Schaller,Ottawa,28,73,68,75,74,72,66,71,72,72,70,70,31,29
Timo Meier,Ottawa,22,71,75,75,76,69,64,76,76,75,70,76,28,28
Tyler Pitlick,Ottawa,27,73,72,72,74,71,72,71,72,71,69,72,29,29
Xavier Ouellet,Ottawa,25,67,74,70,74,73,75,74,70,71,73,67,28,28
Zach Sanford,Ottawa,24,65,75,67,74,76,78,75,71,71,69,68,28,28
Zane McIntyre,Ottawa,26,74,80,74,75,72,78,80,75,80,NA,NA,29,29
Anthony DeAngelo,Philly,23,62,74,60,73,67,64,74,71,72,69,67,26,26
Barclay Goodrow,Philly,25,71,72,74,74,70,67,71,71,71,68,70,30,29
Calvin De Haan,Philly,27,72,76,71,78,74,70,76,75,75,79,70,32,32
Dennis Everberg,Philly,27,69,70,72,70,69,68,70,69,69,67,68,29,29
Greg Pateryn,Philly,28,75,68,76,75,70,67,68,71,71,75,65,29,29
Griffin Reinhart,Philly,25,71,70,69,69,70,72,69,70,68,70,68,28,25
Jason Kasdorf,Philly,26,72,74,74,73,75,76,75,76,76,NA,NA,27,27
Jeff Petry,Philly,31,74,74,76,78,70,72,74,76,75,73,67,37,37
Johan Gustafsson,Philly,26,76,76,78,74,73,73,77,69,77,NA,NA,27,27
Joshua Bailey,Philly,29,70,77,71,78,77,76,77,79,78,71,77,51,51
Kenny Agostino,Philly,26,70,69,72,74,73,74,71,70,71,70,71,30,28
Kevin Labanc,Philly,23,67,75,60,76,67,67,75,78,76,64,73,27,27
Louis Domingue,Philly,26,80,83,79,78,75,77,81,80,82,NA,NA,28,28
Magnus Nygren,Philly,28,65,66,68,66,68,70,67,67,66,66,63,27,27
Mark Barberio,Philly,28,71,71,73,75,73,72,72,71,72,75,66,30,30
Mathieu Perreault,Philly,31,70,79,64,76,68,72,78,77,77,73,73,37,37
Michael Mersch,Philly,26,68,68,73,69,68,68,68,69,68,68,69,26,25
Nail Yakupov,Philly,25,63,75,67,75,70,75,75,74,75,63,71,36,34
Patrick Maroon,Philly,30,77,72,79,76,73,60,73,76,74,70,73,32,32
Paul Byron,Philly,29,70,78,62,76,73,73,77,73,75,71,74,32,32
Peter Budaj,Philly,36,76,80,79,75,74,78,79,76,79,NA,NA,49,49
Raphael Diaz,Philly,33,65,72,68,72,70,74,72,71,71,71,66,31,31
Ryan Murphy,Philly,25,66,75,66,74,70,74,75,73,71,73,67,29,28
Sean Kuraly,Philly,26,70,70,72,73,68,68,71,72,71,67,70,28,27
Alex Broadhurst,Philly,25,69,65,69,66,66,67,65,66,67,65,65,27,27
Anton Forsberg,Philly,26,80,79,80,78,75,78,79,81,80,NA,NA,29,27
Blake Pietila,Philly,25,70,71,71,71,68,62,70,69,68,69,67,28,27
Brendan Perlini,Philly,22,70,72,75,75,69,68,72,71,71,68,72,25,25
Brett Bulmer,Philly,26,70,65,72,72,70,66,65,68,68,67,68,30,28
Garrett Noonan,Philly,28,68,66,70,66,66,68,64,66,64,67,64,27,27
Joel Lowry,Philly,27,66,68,70,67,69,67,66,67,66,67,65,27,27
Johan Alm,Philly,27,69,66,67,66,67,67,67,65,66,64,66,27,27
Kevin Gravel,Philly,26,69,68,70,69,69,71,69,70,71,70,67,29,27
Miikka Salomaki,Philly,25,69,71,70,72,68,70,71,71,71,69,70,28,27
Nikita Scherbak,Philly,23,63,72,66,71,63,62,72,69,68,62,65,26,26
Niklas Lundstrom,Philly,26,73,74,71,77,78,77,76,77,76,NA,NA,27,27
Scott Wilson,Philly,26,68,71,71,70,69,70,71,71,71,68,71,26,25
Seth Helgeson,Philly,28,74,68,73,72,70,63,70,68,70,69,67,30,27
Tomas Nosek,Philly,26,69,72,73,73,72,69,72,72,72,69,70,28,27
Adam Pardy,Phoenix,34,68,67,75,72,69,68,69,68,68,70,57,36,36
Andrew Mangiapane,Phoenix,22,66,74,67,74,67,68,75,72,72,67,70,25,25
Anton Belov,Phoenix,32,65,69,70,70,70,68,69,70,70,70,65,27,27
Anton Lander,Phoenix,27,67,71,70,71,71,75,71,72,70,69,69,32,30
Brad Hunt,Phoenix,30,67,70,73,74,69,68,70,71,72,72,69,30,29
Brendan Shinnimin,Phoenix,28,70,74,65,72,70,70,72,69,70,67,67,28,28
Brooks Laich,Phoenix,35,69,69,74,73,66,77,69,70,71,68,68,69,69
Chris Wideman,Phoenix,29,72,72,71,72,73,72,74,72,72,73,68,29,29
Cristopher Nilstorp,Phoenix,34,77,76,76,72,72,75,76,71,76,NA,NA,29,29
Jacob Lagace,Phoenix,29,68,70,63,60,70,68,70,65,64,62,65,27,27
Jan Hejda,Phoenix,40,70,70,70,70,70,70,70,70,70,70,61,58,51
Jim Slater,Phoenix,36,69,70,71,70,65,72,70,69,69,68,69,51,51
Josh Archibald,Phoenix,26,69,72,70,73,69,67,70,72,71,69,69,30,27
Josh Winquist,Phoenix,25,65,66,68,73,73,74,71,64,65,64,66,27,27
Kirill Tulupov,Phoenix,30,74,60,74,66,65,55,60,62,62,65,54,26,26
Linus Omark,Phoenix,32,60,73,62,75,70,75,73,73,74,59,69,30,30
Marc Cheverie,Phoenix,31,74,75,77,70,70,77,75,65,75,NA,NA,25,25
Mark Fistric,Phoenix,32,70,64,70,70,60,65,66,70,70,70,55,38,38
Mark McNeill,Phoenix,25,68,68,73,68,69,69,68,69,68,67,66,29,28
Michael Hutchinson,Phoenix,28,78,79,79,77,75,78,80,78,81,NA,NA,32,32
Michal Rozsival,Phoenix,40,67,69,70,71,71,70,69,69,69,70,63,82,81
Mike Brown,Phoenix,33,78,73,78,72,66,53,72,67,68,68,63,38,38
Nate Prosser,Phoenix,32,71,68,74,73,70,67,71,71,72,75,61,33,33
Patrick Wiercioch,Phoenix,28,69,70,72,72,70,72,70,70,71,73,68,32,32
Reilly Smith,Phoenix,27,73,78,72,79,77,76,77,78,77,73,76,40,40
Taylor Chorney,Phoenix,31,67,73,65,72,70,69,73,70,71,73,65,32,31
Teemu Hartikainen,Phoenix,28,68,68,70,71,72,68,69,70,70,63,69,29,29
Tyson Strachan,Phoenix,34,70,67,75,70,69,57,68,69,70,70,60,33,33
Jakub Kovar,Phoenix,30,77,79,76,76,77,78,77,78,78,NA,NA,28,28
Matt O'Connor,Phoenix,26,72,74,75,73,75,76,75,77,77,NA,NA,27,27
Richard Bachman,Phoenix,31,78,81,72,76,74,68,81,73,82,NA,NA,30,30
Ty Rattie,Phoenix,26,67,72,69,73,70,70,72,70,71,67,72,28,27
Vojtech Mozik,Phoenix,26,71,70,68,69,66,55,70,68,67,69,62,29,27
Anders Lee,Pittsburgh,28,73,78,79,78,79,66,76,77,78,69,82,33,33
Cory Conacher,Pittsburgh,29,70,77,64,73,71,69,77,74,73,65,70,31,30
Curtis Lazar,Pittsburgh,24,73,75,70,70,70,71,73,71,71,69,71,30,29
David Backes,Pittsburgh,34,79,72,80,78,72,56,72,74,73,74,71,66,71
Dmitry Kulikov,Pittsburgh,28,69,76,73,77,74,68,76,75,76,76,70,39,39
Evander Kane,Pittsburgh,27,81,79,77,81,60,57,78,75,78,68,78,42,40
John Carlson,Pittsburgh,29,72,77,79,83,93,78,77,82,79,78,76,43,39
John Mitchell,Pittsburgh,34,71,70,73,73,70,71,70,71,71,69,70,40,40
John Moore,Pittsburgh,28,68,76,75,75,70,76,76,72,73,74,70,36,33
Josh Morrissey,Pittsburgh,23,71,77,67,78,68,60,77,75,77,76,72,28,28
JT Miller,Pittsburgh,25,75,76,75,78,74,72,76,77,76,73,76,32,32
Marian Gaborik,Pittsburgh,36,62,75,69,74,50,80,76,74,75,65,73,82,82
Mats Zuccarello,Pittsburgh,31,70,83,60,79,74,69,83,82,80,70,77,35,35
Matt Murray,Pittsburgh,24,79,88,81,82,76,83,89,83,88,NA,NA,35,33
Mike Condon,Pittsburgh,28,81,80,85,78,79,81,83,79,80,NA,NA,32,31
Milan Michalek,Pittsburgh,34,68,71,70,69,62,72,71,70,70,68,70,63,63
Nino Neiderreiter,Pittsburgh,26,73,77,73,77,75,73,77,77,77,72,75,35,35
Ryan Pulock,Pittsburgh,24,72,72,77,76,75,73,72,73,73,73,72,29,29
Steve Bernier,Pittsburgh,33,70,68,75,73,65,71,73,71,72,68,70,56,56
Thomas Hickey,Pittsburgh,30,71,77,72,78,76,74,77,74,74,76,70,36,36
Travis Zajac,Pittsburgh,33,64,75,74,83,73,78,75,77,78,74,72,63,60
Tyler Myers,Pittsburgh,29,72,72,82,78,68,65,73,75,76,78,71,40,40
Adam Pelech,Pittsburgh,24,68,71,74,76,75,74,72,70,71,73,68,28,27
Alex Biega,Pittsburgh,30,66,73,68,73,69,68,72,72,73,70,66,28,28
Alex Grant,Pittsburgh,30,66,67,72,71,66,68,66,69,67,69,67,28,28
Anders Lindback,Pittsburgh,30,80,79,86,77,74,74,79,74,80,NA,NA,34,32
Andy Welinski,Pittsburgh,25,65,68,72,72,73,69,71,68,69,69,64,27,27
Brendan Leipsic,Pittsburgh,24,64,71,73,75,73,71,76,70,71,67,70,29,27
Brian Gionta,Pittsburgh,40,68,80,57,78,70,77,78,76,76,71,72,80,84
Casey Wellman,Pittsburgh,31,65,75,65,72,68,78,75,72,72,62,69,28,28
Daniil Tarasov,Pittsburgh,27,65,69,71,71,69,71,69,70,70,69,68,27,27
David Rundblad,Pittsburgh,28,66,69,72,74,70,74,70,72,71,70,68,30,30
Derrick Pouliot,Pittsburgh,25,72,72,71,72,70,68,73,72,72,71,68,30,27
Grayson Downing,Pittsburgh,26,64,66,64,74,71,67,66,65,67,67,66,27,27
Jake Bischoff,Pittsburgh,24,67,69,70,73,69,67,69,69,68,69,60,25,25
Kirill Petrov,Pittsburgh,28,62,72,74,73,70,75,72,71,71,60,71,27,27
Landon Ferraro,Pittsburgh,27,68,71,70,70,68,69,71,70,70,67,69,30,30
Marc-Andre Gragnani,Pittsburgh,31,63,68,71,72,72,67,69,72,71,70,65,29,29
Marko Dano,Pittsburgh,24,66,70,73,75,75,75,76,70,70,67,70,29,27
Mike Halmo,Pittsburgh,27,72,66,68,70,68,58,68,67,67,66,67,28,27
Mitchell Heard,Pittsburgh,26,68,68,69,67,68,69,66,67,66,67,65,27,27
Patrick Cannone,Pittsburgh,32,70,68,69,66,66,66,67,67,68,67,67,30,27
Philip Larsen,Pittsburgh,29,64,72,67,75,68,74,71,71,71,72,68,28,28
Rob O'Gara,Pittsburgh,25,71,67,73,71,71,67,68,68,69,71,66,29,29
Sonny Milano,Pittsburgh,22,60,76,64,73,68,74,76,68,72,58,71,26,26
Stephon Williams,Pittsburgh,25,73,74,75,77,77,77,76,77,76,NA,NA,27,27
Taylor Leier,Pittsburgh,24,69,71,72,71,68,68,71,70,69,67,70,29,27
Thomas McCollum,Pittsburgh,29,75,78,75,72,71,71,78,71,78,NA,NA,26,26
Tyler Moy,Pittsburgh,23,65,68,69,72,68,67,67,68,67,66,67,25,25
Brad Richardson,Rangers,34,69,75,64,75,70,72,75,72,72,72,73,50,50
Cory Schneider,Rangers,32,84,85,82,79,74,83,85,75,86,NA,NA,45,44
David Pastrnak,Rangers,22,71,78,70,82,75,75,78,83,84,71,83,36,30
Derek Stepan,Rangers,28,66,76,71,80,77,78,77,81,80,70,73,44,44
Jared Spurgeon,Rangers,29,63,79,63,79,68,78,79,78,78,76,74,40,39
Jean-Gabriel Pageau,Rangers,26,67,77,68,76,71,74,76,75,74,71,73,33,30
Jimmy Howard,Rangers,34,81,86,82,83,66,80,87,78,86,NA,NA,55,55
Johnny Gaudreau,Rangers,25,66,83,64,82,75,76,84,84,86,70,79,36,34
Jonathan Drouin,Rangers,23,68,80,70,79,72,72,80,79,79,68,75,32,30
Jonathan Huberdeau,Rangers,25,70,77,71,81,70,70,77,82,81,75,78,36,34
Josh Manson,Rangers,27,74,72,77,78,73,60,73,76,76,77,70,33,31
Kevin Shattenkirk,Rangers,30,66,76,70,78,70,67,77,81,80,75,73,42,42
Matt Hunwick,Rangers,33,69,74,70,75,70,73,74,71,71,73,65,42,41
Mikael Granlund,Rangers,26,68,78,69,82,72,74,77,82,81,77,75,35,33
Nicklas Backstrom,Rangers,31,72,82,74,85,79,71,82,90,88,70,75,53,53
Oscar Klefbom,Rangers,25,73,70,75,79,71,70,74,75,75,77,72,34,30
Patric Hornqvist,Rangers,32,73,78,66,77,70,71,78,77,78,70,77,44,42
Patrice Bergeron,Rangers,33,74,80,73,82,77,73,80,82,83,80,79,67,72
Rasmus Ristolainen,Rangers,24,75,76,75,81,73,70,76,81,80,75,73,39,33
Sven Baertschi,Rangers,26,68,74,71,76,72,76,74,73,74,69,72,32,29
Tyson Barrie,Rangers,27,69,78,67,79,75,77,78,82,81,74,76,40,40
Wayne Simmonds,Rangers,30,80,75,76,77,79,50,75,77,76,68,78,52,52
Adam Clendening,Rangers,26,69,72,71,75,71,72,72,70,70,71,68,30,29
Blaine Byron,Rangers,23,69,69,68,72,70,67,70,69,69,66,67,25,25
Brett Connolly,Rangers,26,73,74,72,74,72,70,73,73,71,71,72,31,28
Christian Wolanin,Rangers,23,66,68,71,72,65,60,69,68,69,70,67,25,25
Connor Murphy,Rangers,25,72,73,75,76,76,67,72,73,72,71,69,32,29
Daniel O'Regan,Rangers,25,69,71,72,69,70,72,68,69,69,69,69,29,27
David Rittich,Rangers,26,82,84,80,81,78,77,82,80,83,NA,NA,27,27
Devin Shore,Rangers,24,70,73,72,75,77,76,77,73,72,68,72,30,27
Hayden Hawkey,Rangers,23,74,74,70,73,69,70,74,73,73,NA,NA,25,25
Jimmy Vesey,Rangers,25,69,73,73,75,70,72,73,74,73,70,72,27,27
Jon Merrill,Rangers,27,72,70,75,75,71,73,71,72,71,74,66,32,29
Joonas Korpisalo,Rangers,24,78,82,77,82,81,82,83,81,83,NA,NA,30,28
Jujhar Khaira,Rangers,24,72,69,75,75,73,70,74,71,71,68,70,28,27
Ken Appleby,Rangers,23,74,79,74,73,69,70,78,73,79,NA,NA,25,25
Mason Appleton,Rangers,23,68,74,70,74,65,70,73,71,72,71,69,25,25
Mike Reilly,Rangers,25,70,69,73,74,73,69,74,70,72,71,69,28,27
Oscar Dansk,Rangers,24,74,75,72,72,74,74,75,75,74,NA,NA,27,27
Paul Ladue,Rangers,26,70,71,72,71,72,70,70,70,68,70,70,29,27
Riley Barber,Rangers,24,70,69,69,69,70,72,71,69,68,68,68,27,27
Ryan Sproul,Rangers,26,71,69,75,74,71,60,70,70,71,70,67,37,29
Tristian Jarry,Rangers,23,74,79,71,73,69,70,78,73,79,NA,NA,25,25
Benoit Pouliot,San Jose,32,72,73,74,75,65,69,73,74,73,69,73,42,42
Brandon Crombeen,San Jose,33,82,69,81,74,75,45,69,70,70,71,69,46,45
Brock Nelson,San Jose,27,72,74,76,78,74,74,74,76,76,70,76,34,34
Carey Price,San Jose,31,90,90,89,86,78,84,90,81,90,NA,NA,50,50
Chris Tierney,San Jose,24,69,72,71,76,75,75,77,75,75,71,73,32,28
Cody McLeod,San Jose,34,83,69,78,75,76,38,69,69,69,69,67,56,57
Colton Sceviour,San Jose,29,69,74,71,75,70,75,74,73,73,70,73,30,28
Dougie Hamilton,San Jose,25,73,72,77,78,72,73,74,80,81,74,78,36,36
Erik Haula,San Jose,27,70,78,70,76,71,73,77,76,75,73,76,35,33
Jaccob Slavin,San Jose,24,68,75,76,80,74,76,76,77,76,79,71,32,29
Jamie Benn,San Jose,29,78,80,80,84,83,63,80,87,82,71,84,44,44
Loui Eriksson,San Jose,33,66,77,72,76,73,83,78,73,74,66,72,60,60
Marc-Edouard Vlasic,San Jose,31,68,77,73,81,75,73,77,77,77,82,70,62,62
Marcus Foligno,San Jose,27,74,72,77,76,68,60,71,73,73,68,71,32,32
Marek Mazanec,San Jose,27,79,79,79,79,75,79,79,79,79,NA,NA,29,26
Max Domi,San Jose,23,76,79,72,78,70,64,80,77,76,69,73,32,31
Nick Schultz,San Jose,36,68,75,74,76,76,69,75,70,69,76,57,81,81
Olli Maata,San Jose,24,71,74,73,76,58,75,74,74,74,77,67,34,31
Sean Monahan,San Jose,24,70,76,74,82,79,78,76,80,80,70,80,35,35
Tomas Tatar,San Jose,28,73,78,66,78,75,73,78,77,77,70,77,40,37
Zach Bogosian,San Jose,28,76,73,78,77,56,65,73,71,71,76,68,45,46
Ben Harpur,San Jose,24,69,69,75,74,69,68,70,70,70,68,63,25,25
Brendan Gaunce,San Jose,24,67,70,71,76,75,75,77,70,70,67,70,31,27
Connor Brickley,San Jose,26,69,71,72,72,69,68,70,70,70,67,69,25,25
Daniel Carr,San Jose,27,70,72,74,71,69,68,72,70,70,68,70,28,27
Jake DeBrusk,San Jose,22,69,75,72,75,69,67,75,73,73,69,73,25,25
John Gilmour,San Jose,25,66,70,71,74,73,70,72,69,68,68,67,27,27
Jordin Tootoo,San Jose,36,83,73,74,72,70,53,72,67,70,64,68,62,62
Matt Irwin,San Jose,31,68,69,75,75,69,72,70,72,72,74,70,34,32
Nick Ritchie,San Jose,23,75,72,77,76,69,62,71,71,72,71,72,25,25
Tony Cameranesi,San Jose,25,60,67,69,73,73,70,70,64,66,64,66,26,26
Wojtek Wolski,San Jose,32,60,72,72,72,68,79,72,71,73,61,70,48,48
Zachary Fucale,San Jose,23,74,77,77,73,69,70,78,73,76,NA,NA,25,25
Ben Scrivens,St. Louis,32,80,81,81,80,76,82,79,73,79,NA,NA,33,33
Cody Goloubef,St. Louis,29,69,70,74,74,72,70,71,70,70,74,63,31,28
Colin Greening,St. Louis,32,72,74,77,74,73,70,74,70,70,67,69,36,36
Colin Wilson,St. Louis,29,71,74,76,75,67,76,74,73,73,67,72,40,40
Darren Helm,St. Louis,32,75,80,69,76,64,81,80,73,72,75,72,43,41
Dennis Seidenberg,St. Louis,37,71,71,75,77,72,72,71,72,73,76,69,66,66
Frank Vatrano,St. Louis,24,67,70,71,76,73,70,76,74,73,68,74,30,28
Jaromir Jagr,St. Louis,46,66,69,75,76,76,73,69,76,76,62,73,99,99
Jay McClement,St. Louis,35,67,70,70,72,72,73,70,69,69,69,67,71,71
John Tavares,St. Louis,28,72,78,74,85,73,74,78,87,86,70,84,48,51
Jonas Brodin,St. Louis,25,72,77,72,80,78,71,75,76,76,80,71,36,36
