name,teamName,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld
Taylor Chorney,Phoenix,31,67,73,65,72,70,69,73,70,71,73,65,44,39
Taylor Hall,Washington,27,72,86,76,82,68,74,86,84,84,69,81,64,63
Taylor Leier,Pittsburgh,24,69,71,72,71,68,68,71,70,69,67,70,34,32
Teuvo Teravainen,Anaheim,24,70,77,74,77,77,79,78,76,75,72,76,48,44
Thomas Chabot,Tampa Bay,22,68,74,73,75,67,73,75,74,74,73,73,33,32
Thomas Hickey,Pittsburgh,30,71,77,72,78,76,74,77,74,74,76,70,56,52
Thomas Vanek,Calgary,35,68,77,74,79,74,72,77,78,78,67,76,92,83
Tim Heed,Colorado,28,68,71,73,71,71,73,70,71,71,70,69,32,31
Tim Schaller,Ottawa,28,73,68,75,74,72,66,71,72,72,70,70,42,39
Timo Meier,Ottawa,22,71,75,75,76,69,64,76,76,75,70,76,36,35
Tobias Enstrom,Winnipeg,34,68,74,67,74,66,76,74,71,71,73,68,77,69
Tobias Rieder,Vancouver,26,68,77,68,75,72,71,77,74,74,69,72,49,46
Tom Kuhnhackl,St. Louis,27,72,69,72,75,70,71,72,72,72,72,70,40,38
Tom Pyatt,Tampa Bay,31,66,73,68,75,69,77,72,72,72,72,70,57,52
Tom Wilson,Chicago,24,82,71,82,75,76,45,72,75,74,71,74,54,50
Tomas Hertl,Toronto,25,68,74,73,77,70,74,76,77,76,70,75,50,47
Tomas Jurco,Buffalo,26,71,70,71,74,71,74,71,72,71,71,70,43,40
Tomas Nosek,Philly,26,69,72,73,73,72,69,72,72,72,69,70,36,34
Tomas Tatar,San Jose,28,73,78,66,78,75,73,78,77,77,70,77,57,53
Tommy Wingels,Ottawa,30,74,73,72,73,73,69,73,70,70,69,70,60,54
Torey Krug,Nashville,27,70,77,64,78,70,72,78,85,82,75,74,56,51
Torrey Mitchell,Anaheim,34,73,74,66,75,69,70,74,70,72,74,70,73,66
Travis Boyd,Nashville,25,66,69,74,75,75,73,72,71,70,69,70,30,30
Travis Dermott,Florida,22,64,75,68,75,63,74,75,74,73,73,68,31,31
Travis Hamonic,Minnesota,28,75,73,75,75,67,58,73,72,73,75,69,63,58
Travis Konecny,Winnipeg,21,71,77,67,75,70,68,76,74,75,67,74,38,37
Travis Sanheim,Toronto,22,68,72,74,75,67,65,73,70,71,72,70,32,31
Travis Zajac,Pittsburgh,33,64,75,74,83,73,78,75,77,78,74,72,84,81
Trevor Carrick,Edmonton,24,66,68,69,74,74,69,73,68,69,70,66,30,30
Trevor Daley,Winnipeg,35,68,76,70,76,70,70,75,72,72,74,71,93,83
Trevor Lewis,Edmonton,32,73,75,70,75,74,72,75,72,72,70,73,68,61
Trevor Van Riemsdyk,Boston,27,70,72,75,76,75,73,72,71,71,75,70,45,42
Troy Brouwer,LosAngeles,33,72,70,76,79,78,61,71,71,73,72,73,80,72
Troy Stecher,Calgary,24,68,76,71,75,72,72,76,75,75,71,70,38,36
Troy Terry,Minnesota,21,66,73,66,73,69,71,64,64,69,67,68,30,30
Tucker Poolman,Anaheim,25,70,68,70,70,67,68,68,68,68,70,66,31,30
Ty Rattie,Phoenix,26,67,72,69,73,70,70,72,70,71,67,72,35,32
Tyler Bertuzzi,Carolina,23,77,74,73,75,67,64,74,73,73,70,71,33,32
Tyler Bozak,Ottawa,32,72,77,71,78,70,77,78,76,77,71,73,68,62
Tyler Ennis,Edmonton,29,66,80,58,77,70,73,81,76,75,65,71,63,56
Tyler Graovac,Colorado,25,72,70,75,72,73,74,71,71,71,69,70,35,32
Tyler Johnson,New Jersey,28,69,81,64,79,70,76,81,78,79,72,75,55,51
Tyler Motte,Washington,23,66,70,72,74,73,71,76,70,70,68,69,34,33
Tyler Myers,Pittsburgh,29,72,72,82,78,68,65,73,75,76,78,71,66,60
Tyler Pitlick,Ottawa,27,73,72,72,74,71,72,71,72,71,69,72,39,37
Tyler Seguin,Chicago,27,74,80,75,83,76,80,80,85,85,71,86,67,66
Tyler Toffoli,St. Louis,26,73,77,73,79,75,74,77,77,77,72,77,54,50
Tyrell Goulbourne,Winnipeg,25,70,66,70,70,68,70,66,66,66,66,66,30,30
Tyson Barrie,Rangers,27,69,78,67,79,75,77,78,82,81,74,76,56,51
Tyson Jost,Colorado,20,69,74,68,75,68,68,73,73,73,68,70,34,32
Valentin Zykov,Colorado,23,72,70,74,69,65,70,70,68,69,62,69,31,30
Valtteri Filppula,Washington,34,67,76,70,77,74,78,76,77,77,74,73,87,83
Victor Hedman,Dallas,28,79,76,85,85,79,68,77,85,84,86,80,70,64
Victor Mete,Florida,20,64,76,64,75,68,72,75,71,70,74,67,32,31
Victor Rask,Florida,25,72,68,75,76,73,72,73,75,74,69,74,49,46
Viktor Arvidsson,Rangers,25,70,80,68,78,71,66,80,80,81,70,79,44,41
Vince Dunn,Rangers,22,69,74,70,76,70,67,75,75,74,75,70,33,33
Vincent Trocheck,Columbus,25,73,77,72,79,72,72,77,80,79,70,79,49,51
Vinnie Hinostroza,Vancouver,24,63,75,67,76,76,78,77,73,72,68,71,37,35
Vladimir Sobotka,Columbus,31,70,75,67,75,69,66,75,73,73,71,71,61,55
Vladimir Tarasenko,Edmonton,27,70,81,73,81,77,73,81,83,82,69,83,56,57
Vladislav Kamenev,Toronto,22,72,68,73,63,64,63,71,66,67,64,70,30,30
Vladislav Namestnikov,Colorado,26,70,76,70,77,72,69,74,77,77,70,74,48,44
Warren Foegele,Pittsburgh,22,72,69,70,60,72,68,70,71,70,69,69,30,30
Wayne Simmonds,Dallas,30,80,75,76,77,79,50,75,77,76,68,78,78,76
Will Butcher,New Jersey,24,67,76,68,77,69,70,75,78,77,75,70,34,33
William Carrier,Montreal,24,73,69,77,76,70,67,69,70,71,70,71,34,33
William Karlsson,Edmonton,26,73,78,73,78,77,77,78,78,77,73,78,46,43
William Nylander,Minnesota,22,69,78,72,79,70,70,78,80,80,69,75,41,39
Xavier Ouellet,Ottawa,25,67,74,70,74,73,75,74,70,71,73,67,40,37
Yanni Gourde,Colorado,27,74,78,66,77,76,67,78,76,77,76,76,37,35
Yannick Weber,Columbus,30,65,75,70,76,66,75,75,72,73,76,69,58,51
Zac Rinaldo,Montreal,28,84,74,80,75,74,30,71,69,69,67,65,51,47
Zach Bogosian,San Jose,28,76,73,78,77,56,65,73,71,71,76,68,66,64
Zach Hyman,Rangers,26,73,72,75,77,72,73,74,74,75,71,72,41,39
Zach Parise,Washington,34,72,79,67,79,70,77,80,78,78,70,75,87,83
Zach Redmond,Minnesota,30,67,72,73,71,68,65,72,70,70,71,69,41,37
Zach Werenski,Tampa Bay,21,71,80,74,77,77,75,80,78,77,76,76,38,37
Zack Kassian,Winnipeg,28,77,71,79,75,73,41,71,72,73,66,72,55,50
Zack Mitchell,LosAngeles,26,69,68,70,68,68,72,68,67,67,67,67,32,31
Zack Smith,Colorado,30,77,69,77,76,76,45,69,73,73,71,73,66,59
Zemgus Girgensons,Minnesota,25,68,72,74,76,71,74,72,72,72,69,71,51,48
