name,teamName,jersey,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld,ht,wt
Michael Rasmussen,Colorado,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,78,221
Michael Stone,Ottawa,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,75,210
Michal Kempny,Carolina,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,72,195
Miikka Salomaki,Philly,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,203
Mika Zibanejad,Nashville,93,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,208
Mikael Backlund,Nashville,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,73,200
Mikael Granlund,Rangers,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,70,185
Mike Green,Toronto,57,35,0,0,0,0,0,0,0,0,0,0,0,0,0,73,210
Mike Hoffman,Edmonton,73,31,0,0,0,0,0,0,0,0,0,0,0,0,0,72,182
Mike Lundin,Calgary,74,36,0,0,0,0,0,0,0,0,0,0,0,0,0,74,190
Mike Reilly,Rangers,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,200
Mike Vecchione,Calgary,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,70,194
Mikhail Grabovski,Islanders,83,36,0,0,0,0,0,0,0,0,0,0,0,0,0,71,186
Mikhail Grigorenko,Nashville,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,209
Mikhail Sergachev,Pittsburgh,44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,75,217
Mikkel Boedker,Vancouver,89,31,0,0,0,0,0,0,0,0,0,0,0,0,0,72,207
Mikko Koivu,Columbus,56,37,0,0,0,0,0,0,0,0,0,0,0,0,0,75,213
Mikko Rantanen,Anaheim,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,76,215
Milan Lucic,Dallas,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,75,231
Miles Wood,St. Louis,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,195
Mirco Mueller,Vancouver,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,75,210
Miro Heiskanen,Detroit,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,73,190
Mitchell Stephens,Winnipeg,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,72,193
Morgan Klimchuk,Montreal,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,72,185
Morgan Rielly,New Jersey,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,73,219
Nail Yakupov,Philly,64,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,195
Nate Schmidt,Toronto,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,73,194
Nathan Beaulieu,LosAngeles,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,74,200
Nathan Gerbe,LosAngeles,51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,64,176
Nathan MacKinnon,Minnesota,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,72,200
Nathan Oystrick,Dallas,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,71,213
Nathan Walker,Detroit,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,69,186
Nazem Kadri,Dallas,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,72,192
Neal Pionk,LosAngeles,46,25,0,0,0,0,0,0,0,0,0,0,0,0,0,72,186
Nic Dowd,Philly,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,74,195
Nicholas Baptiste,Carolina,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,73,205
Nick Bjugstad,Tampa Bay,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,78,215
Nick Bonino,Montreal,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,73,196
Nick Cousins,Boston,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,183
Nick Foligno,Toronto,71,33,0,0,0,0,0,0,0,0,0,0,0,0,0,72,208
Nick Holden,Boston,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,76,212
Nick Jensen,St. Louis,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,72,196
Nick Lappin,Calgary,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,73,175
Nick Leddy,Tampa Bay,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,72,207
Nick Paul,Florida,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,76,219
Nick Ritchie,San Jose,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,230
Nick Schmaltz,Colorado,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,72,177
Nick Seeler,Tampa Bay,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,201
Nick Sorensen,LosAngeles,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,73,182
Nick Spaling,Detroit,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,73,198
Nicklas Backstrom,Rangers,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,73,206
Nico Hischier,Buffalo,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,73,175
Nicolas Aube-Kubel,Vancouver,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,71,187
Nicolas Deslauriers,Tampa Bay,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,73,219
Nicolas Roy,Rangers,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,76,200
Nikita Gusev,Washington,97,28,0,0,0,0,0,0,0,0,0,0,0,0,0,69,163
Nikita Kucherov,Washington,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,183
Nikita Nesterov,Philly,86,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,191
Nikita Scherbak,Philly,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,192
Nikita Soshnikov,Philly,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,185
Nikita Tryamkin,Washington,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,79,265
Nikita Zadorov,Edmonton,52,25,0,0,0,0,0,0,0,0,0,0,0,0,0,77,235
Nikita Zaitsev,Edmonton,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,74,188
Niklas Hjalmarsson,Nashville,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,75,197
Nikolaj Ehlers,Edmonton,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,72,172
Nikolay Goldobin,Minnesota,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,71,196
Noah Juulsen,LosAngeles,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,74,193
Noel Acciari,Vancouver,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,70,203
Nolan Patrick,Calgary,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,74,198
Oliver Bjorkstrand,New Jersey,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,72,177
Oliver Ekman-Larsson,Colorado,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,74,200
Oliver Kylington,Minnesota,37,23,0,0,0,0,0,0,0,0,0,0,0,0,0,72,183
Ondrej Kase,New Jersey,32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,72,190
Ondrej Palat,Washington,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,72,194
Oscar Klefbom,Rangers,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,75,216
Oscar Lindberg,Minnesota,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,73,202
Oskar Lindblom,Colorado,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,191
Oskar Sundqvist,Washington,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,209
P.K. Subban,Florida,76,31,0,0,0,0,0,0,0,0,0,0,0,0,0,72,210
Par Lindholm,St. Louis,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,72,183
Patric Hornqvist,St. Louis,47,34,0,0,0,0,0,0,0,0,0,0,0,0,0,71,189
Patrice Bergeron,Rangers,44,35,0,0,0,0,0,0,0,0,0,0,0,0,0,73,195
Patrice Cormier,Phoenix,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,74,215
Patrick Eaves,Chicago,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,70,203
Patrick Kane,Anaheim,88,32,0,0,0,0,0,0,0,0,0,0,0,0,0,71,177
Patrick Marleau,Anaheim,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,74,215
Patrick Maroon,Philly,59,32,0,0,0,0,0,0,0,0,0,0,0,0,0,75,236
Patrik Berglund,LosAngeles,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,76,215
Patrik Laine,Carolina,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,77,206
Patrik Nemeth,St. Louis,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,75,228
Paul Byron,Philly,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,69,158
Paul Ladue,Rangers,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,74,200
Paul Postma,St. Louis,37,31,0,0,0,0,0,0,0,0,0,0,0,0,0,75,195
Paul Stastny,Vancouver,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,72,193
Pavel Buchnevich,New Jersey,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,197
Pavel Datsyuk,New Jersey,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,71,188
Pavel Zacha,St. Louis,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,75,210
Peter Cehlarik,St. Louis,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,202
Peter Mueller,Tampa Bay,88,32,0,0,0,0,0,0,0,0,0,0,0,0,0,74,204
Petr Straka,Vancouver,51,28,0,0,0,0,0,0,0,0,0,0,0,0,0,73,188
Phil Kessel,Anaheim,82,33,0,0,0,0,0,0,0,0,0,0,0,0,0,72,202
Philippe Myers,Anaheim,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,77,210
Phillip Danault,St. Louis,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,201
Pierre Engvall,New Jersey,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,77,214
Pierre-Luc Dubois,Minnesota,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,75,218
Pontus Aberg,Colorado,79,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,194
Radek Faksa,Florida,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,75,220
Radko Gudas,Boston,75,30,0,0,0,0,0,0,0,0,0,0,0,0,0,72,205
Raphael Diaz,Philly,24,35,0,0,0,0,0,0,0,0,0,0,0,0,0,71,197
Rasmus Andersson,Columbus,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,214
Rasmus Dahlin,Rangers,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,75,193
Rasmus Ristolainen,Rangers,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,76,220
Reid Boucher,St. Louis,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,70,195
Reilly Smith,St. Louis,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,72,183
Remi Elie,Vancouver,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,73,215
Richard Panik,LosAngeles,70,29,0,0,0,0,0,0,0,0,0,0,0,0,0,73,202
Rickard Rakell,Edmonton,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,196
Riley Nash,Dallas,59,31,0,0,0,0,0,0,0,0,0,0,0,0,0,73,185
Riley Sheahan,Islanders,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,75,214
Rinat Valiev,Colorado,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,75,215
Rob Schremp,Phoenix,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0,71,200
Robbie Russo,St. Louis,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,72,191
Robby Fabbri,Colorado,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,70,190
Robert Bortuzzo,Columbus,48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,76,216
Robert Hagg,Colorado,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,204
Robert Thomas,Phoenix,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,72,188
Rocco Grimaldi,Anaheim,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,66,180
Roland McKeown,Carolina,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,195
Roman Josi,Rangers,59,30,0,0,0,0,0,0,0,0,0,0,0,0,0,73,201
Roman Lyubimov,Ottawa,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,74,207
Roman Polak,Dallas,69,34,0,0,0,0,0,0,0,0,0,0,0,0,0,74,240
Ron Hainsey,San Jose,70,39,0,0,0,0,0,0,0,0,0,0,0,0,0,75,201
Roope Hintz,Islanders,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,75,220
Rourke Chartier,Minnesota,38,24,0,0,0,0,0,0,0,0,0,0,0,0,0,71,190
Ryan Callahan,Washington,51,35,0,0,0,0,0,0,0,0,0,0,0,0,0,70,187
Ryan Carpenter,Columbus,49,30,0,0,0,0,0,0,0,0,0,0,0,0,0,72,200
Ryan Donato,Pittsburgh,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,72,192
Ryan Dzingel,Nashville,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,72,190
Ryan Ellis,Rangers,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,180
Ryan Getzlaf,Washington,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,76,228
Ryan Graves,Colorado,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,77,220
Ryan Hartman,Anaheim,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,72,189
Ryan Johansen,Nashville,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,75,218
Ryan Kesler,Anaheim,72,36,0,0,0,0,0,0,0,0,0,0,0,0,0,74,206
Ryan Kuffner,Washington,38,24,0,0,0,0,0,0,0,0,0,0,0,0,0,72,186
Ryan MacInnis,Columbus,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,75,200
Ryan McDonagh,Chicago,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,73,214
Ryan Murray,Ottawa,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,206
Ryan Nugent-Hopkins,Pittsburgh,93,27,0,0,0,0,0,0,0,0,0,0,0,0,0,72,184
Ryan O'Reilly,Dallas,61,29,0,0,0,0,0,0,0,0,0,0,0,0,0,73,216
Ryan Pulock,Pittsburgh,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,74,217
Ryan Reaves,Dallas,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,73,225
Ryan Spooner,Anaheim,51,28,0,0,0,0,0,0,0,0,0,0,0,0,0,70,191
Ryan Strome,Edmonton,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,193
Ryan Suter,Dallas,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,74,206
Ryan White,Montreal,54,32,0,0,0,0,0,0,0,0,0,0,0,0,0,72,200
Saku Maenalanen,Nashville,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,207
Sam Bennett,Dallas,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,195
Sam Gagner,Buffalo,89,31,0,0,0,0,0,0,0,0,0,0,0,0,0,71,200
Sam Reinhart,Winnipeg,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,73,194
Sam Steel,Florida,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,71,189
Sami Niku,Minnesota,39,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,176
Sami Vatanen,Islanders,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,70,185
Samuel Girard,Nashville,35,22,0,0,0,0,0,0,0,0,0,0,0,0,0,70,170
Samuel Morin,St. Louis,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,78,202
Scott Harrington,Columbus,52,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,204
Scott Laughton,Winnipeg,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,73,190
Scott Mayfield,Vancouver,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,76,223
Scott Wilson,Philly,90,28,0,0,0,0,0,0,0,0,0,0,0,0,0,71,186
Sean Couturier,Boston,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,75,211
Sean Kuraly,Columbus,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,213
Sean Monahan,San Jose,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,200
Sebastian Aho,Pittsburgh,38,24,0,0,0,0,0,0,0,0,0,0,0,0,0,70,177
Sebastian Aho,Toronto,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,70,177
Seth Helgeson,Philly,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,76,219
Seth Jones,Minnesota,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,76,209
Shane Gersich,Carolina,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,71,175
Shane Prince,Tampa Bay,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,71,193
Shayne Gostisbehere,Toronto,54,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,180
Shea Theodore,New Jersey,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,195
Shea Weber,Dallas,63,35,0,0,0,0,0,0,0,0,0,0,0,0,0,76,230
Sidney Crosby,Chicago,87,33,0,0,0,0,0,0,0,0,0,0,0,0,0,71,200
Slater Koekkoek,Toronto,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,74,193
Sonny Milano,Pittsburgh,46,24,0,0,0,0,0,0,0,0,0,0,0,0,0,72,194
Spencer Foo,Nashville,77,26,0,0,0,0,0,0,0,0,0,0,0,0,0,72,190
Stanislav Galiev,Vancouver,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,73,197
Stefan Matteau,Anaheim,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,74,220
Stefan Noesen,Buffalo,65,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,205
Stephen Johns,Phoenix,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,76,225
Steve Bernier,Pittsburgh,49,35,0,0,0,0,0,0,0,0,0,0,0,0,0,75,222
Steven Santini,Ottawa,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,205
Steven Stamkos,New Jersey,92,30,0,0,0,0,0,0,0,0,0,0,0,0,0,73,194
Sven Baertschi,Toronto,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,71,190
T.J. Oshie,Toronto,41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,71,195
Tage Thompson,Tampa Bay,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,77,215
Tanner Pearson,Montreal,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,73,201
Tanner Richard,Ottawa,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,72,192
Taro Hirose,New Jersey,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,70,162
Taylor Beck,Buffalo,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,74,203
Taylor Chorney,Phoenix,44,33,0,0,0,0,0,0,0,0,0,0,0,0,0,72,193
Taylor Fedun,Phoenix,82,32,0,0,0,0,0,0,0,0,0,0,0,0,0,73,200
Taylor Hall,Washington,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,73,205
Taylor Leier,Pittsburgh,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,71,180
Teemu Hartikainen,Phoenix,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,73,214
Teuvo Teravainen,Anaheim,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,71,191
Thomas Chabot,Tampa Bay,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,74,190
Thomas Hickey,Montreal,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,72,183
Thomas Vanek,Vancouver,71,36,0,0,0,0,0,0,0,0,0,0,0,0,0,74,214
Tim Erixon,Detroit,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,74,200
Tim Heed,Colorado,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,72,180
Timo Meier,Ottawa,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,72,210
Tobias Lindberg,San Jose,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,75,215
Tobias Rieder,LosAngeles,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,71,186
Tom Kuhnhackl,St. Louis,54,28,0,0,0,0,0,0,0,0,0,0,0,0,0,74,196
Tom Wilson,Chicago,48,26,0,0,0,0,0,0,0,0,0,0,0,0,0,76,220
Tomas Hertl,Toronto,50,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,215
Tomas Jurco,Buffalo,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,74,188
Tomas Nosek,Colorado,60,28,0,0,0,0,0,0,0,0,0,0,0,0,0,75,205
Tomas Tatar,San Jose,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,183
Tommy Cross,Columbus,58,31,0,0,0,0,0,0,0,0,0,0,0,0,0,75,205
Tommy Wingels,Ottawa,77,32,0,0,0,0,0,0,0,0,0,0,0,0,0,72,200
Torey Krug,Nashville,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,69,186
Torrey Mitchell,Islanders,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,71,186
Travis Boyd,Nashville,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,190
Travis Dermott,Florida,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,72,205
Travis Hamonic,Minnesota,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,74,205
Travis Konecny,Winnipeg,34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,70,175
Travis Sanheim,Boston,42,24,0,0,0,0,0,0,0,0,0,0,0,0,0,75,181
Travis Zajac,Pittsburgh,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,74,185
Trevor Carrick,Edmonton,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,74,196
Trevor Daley,Winnipeg,70,37,0,0,0,0,0,0,0,0,0,0,0,0,0,71,199
Trevor Lewis,Edmonton,66,34,0,0,0,0,0,0,0,0,0,0,0,0,0,73,202
Trevor Moore,New Jersey,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,70,185
Trevor Van Riemsdyk,Boston,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,74,192
Troy Brouwer,LosAngeles,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,75,213
Troy Stecher,Chicago,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,70,186
Troy Terry,Minnesota,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,73,180
Tucker Poolman,Anaheim,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,199
Ty Rattie,Phoenix,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,183
Ty Wishart,Phoenix,55,32,0,0,0,0,0,0,0,0,0,0,0,0,0,76,225
Tyler Bertuzzi,Dallas,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,72,199
Tyler Bozak,Ottawa,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,73,199
Tyler Ennis,Edmonton,37,31,0,0,0,0,0,0,0,0,0,0,0,0,0,69,161
Tyler Gaudet,Dallas,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,75,217
Tyler Johnson,Montreal,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,68,182
Tyler Lewington,Anaheim,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,74,200
Tyler Motte,Washington,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,70,192
Tyler Myers,Pittsburgh,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,80,229
Tyler Pitlick,Ottawa,68,29,0,0,0,0,0,0,0,0,0,0,0,0,0,74,200
Tyler Seguin,Edmonton,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,73,200
Tyler Toffoli,St. Louis,74,28,0,0,0,0,0,0,0,0,0,0,0,0,0,72,197
Tyrell Goulbourne,Winnipeg,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,71,195
Tyson Barrie,Florida,71,29,0,0,0,0,0,0,0,0,0,0,0,0,0,70,197
Tyson Jost,Colorado,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,71,187
Valentin Zykov,Colorado,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,73,220
Valeri Nichushkin,New Jersey,47,25,0,0,0,0,0,0,0,0,0,0,0,0,0,76,210
Valtteri Filppula,Edmonton,64,36,0,0,0,0,0,0,0,0,0,0,0,0,0,72,189
Victor Ejdsell,Carolina,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,77,214
Victor Hedman,Dallas,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,78,229
Victor Mete,Colorado,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,69,187
Victor Olofsson,Rangers,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,71,183
Victor Rask,Buffalo,52,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,193
Viktor Arvidsson,Rangers,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,69,180
Viktor Svedberg,Calgary,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,80,238
Vince Dunn,Rangers,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,72,203
Vincent Trocheck,Columbus,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,70,183
Vinnie Hinostroza,Vancouver,39,26,0,0,0,0,0,0,0,0,0,0,0,0,0,69,173
Vladimir Sobotka,Montreal,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,70,191
Vladimir Tarasenko,Chicago,91,29,0,0,0,0,0,0,0,0,0,0,0,0,0,72,225
Vladislav Gavrikov,Minnesota,41,25,0,0,0,0,0,0,0,0,0,0,0,0,0,75,213
Vladislav Kamenev,Toronto,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,74,194
Vladislav Namestnikov,Colorado,91,28,0,0,0,0,0,0,0,0,0,0,0,0,0,71,183
Vojtech Mozik,Phoenix,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,75,188
Warren Foegele,Pittsburgh,41,24,0,0,0,0,0,0,0,0,0,0,0,0,0,74,198
Wayne Simmonds,Anaheim,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,74,185
Will Butcher,New Jersey,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,70,190
William Carrier,Montreal,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,74,218
William Karlsson,Chicago,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,73,195
William Nylander,Minnesota,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,72,196
Xavier Ouellet,Ottawa,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,196
Yakov Trenin,Carolina,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,74,201
Yanni Gourde,Colorado,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,69,175
Yannick Weber,Toronto,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,71,200
Yohann Auvitu,Phoenix,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,71,187
Zac Rinaldo,Philly,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,192
Zach Bogosian,Detroit,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,75,226
